# 本 snapshot 產生於 commit 482bacf（161 tests）
# 此為修復後現況基準，非跨版本永恆正確性證明。
# 產生時 §11.1 待決項為 53 項。
#
# 產生時之已知問題狀態：
#   [已修] 1. 旬空、月破顯示佔位符（L2 未接通）
#   [已修] 2. 逐爻推導全部「未有對應模板」
#   [已修] 3. 多軌頁只顯示三本、標「三家共識」
#   [已修] 4. 原文摺疊區「未提供逐字原文」
#   [已修] 5. 卦名不完整（「水雷」缺「屯」）—— L1 運算層
#   [已修] 6. 伏神 dump JSON、內部 TODO 標記洩漏
#   [已修] 7. 用神選擇疑無實際作用（L3）
#
# K／Y 僅呈現多軌材料，未把空亡、沖散或四神判語應用為效果語義。
case_index,hexagram_id,hexagram_name,lines,moving_mask,moving_positions,moving_count_expected,moving_count_actual,changed_lines_complete,hidden_count,failed_checks,placeholder_checks,exception_type,exception_message,result_class
945,15,地火明夷,101000,48,5|6,2,2,true,1,,,,,normal
946,15,地火明夷,101000,49,1|5|6,3,3,true,1,,,,,normal
947,15,地火明夷,101000,50,2|5|6,3,3,true,1,,,,,normal
948,15,地火明夷,101000,51,1|2|5|6,4,4,true,1,,,,,normal
949,15,地火明夷,101000,52,3|5|6,3,3,true,1,,,,,normal
950,15,地火明夷,101000,53,1|3|5|6,4,4,true,1,,,,,normal
951,15,地火明夷,101000,54,2|3|5|6,4,4,true,1,,,,,normal
952,15,地火明夷,101000,55,1|2|3|5|6,5,5,true,1,,,,,normal
953,15,地火明夷,101000,56,4|5|6,3,3,true,1,,,,,normal
954,15,地火明夷,101000,57,1|4|5|6,4,4,true,1,,,,,normal
955,15,地火明夷,101000,58,2|4|5|6,4,4,true,1,,,,,normal
956,15,地火明夷,101000,59,1|2|4|5|6,5,5,true,1,,,,,normal
957,15,地火明夷,101000,60,3|4|5|6,4,4,true,1,,,,,normal
958,15,地火明夷,101000,61,1|3|4|5|6,5,5,true,1,,,,,normal
959,15,地火明夷,101000,62,2|3|4|5|6,5,5,true,1,,,,,normal
960,15,地火明夷,101000,63,1|2|3|4|5|6,6,6,true,1,,,,,normal
961,16,地水師,010000,0,,0,0,true,0,,,,,normal
962,16,地水師,010000,1,1,1,1,true,0,,,,,normal
963,16,地水師,010000,2,2,1,1,true,0,,,,,normal
964,16,地水師,010000,3,1|2,2,2,true,0,,,,,normal
965,16,地水師,010000,4,3,1,1,true,0,,,,,normal
966,16,地水師,010000,5,1|3,2,2,true,0,,,,,normal
967,16,地水師,010000,6,2|3,2,2,true,0,,,,,normal
968,16,地水師,010000,7,1|2|3,3,3,true,0,,,,,normal
969,16,地水師,010000,8,4,1,1,true,0,,,,,normal
970,16,地水師,010000,9,1|4,2,2,true,0,,,,,normal
971,16,地水師,010000,10,2|4,2,2,true,0,,,,,normal
972,16,地水師,010000,11,1|2|4,3,3,true,0,,,,,normal
973,16,地水師,010000,12,3|4,2,2,true,0,,,,,normal
974,16,地水師,010000,13,1|3|4,3,3,true,0,,,,,normal
975,16,地水師,010000,14,2|3|4,3,3,true,0,,,,,normal
976,16,地水師,010000,15,1|2|3|4,4,4,true,0,,,,,normal
977,16,地水師,010000,16,5,1,1,true,0,,,,,normal
978,16,地水師,010000,17,1|5,2,2,true,0,,,,,normal
979,16,地水師,010000,18,2|5,2,2,true,0,,,,,normal
980,16,地水師,010000,19,1|2|5,3,3,true,0,,,,,normal
981,16,地水師,010000,20,3|5,2,2,true,0,,,,,normal
982,16,地水師,010000,21,1|3|5,3,3,true,0,,,,,normal
983,16,地水師,010000,22,2|3|5,3,3,true,0,,,,,normal
984,16,地水師,010000,23,1|2|3|5,4,4,true,0,,,,,normal
985,16,地水師,010000,24,4|5,2,2,true,0,,,,,normal
986,16,地水師,010000,25,1|4|5,3,3,true,0,,,,,normal
987,16,地水師,010000,26,2|4|5,3,3,true,0,,,,,normal
988,16,地水師,010000,27,1|2|4|5,4,4,true,0,,,,,normal
989,16,地水師,010000,28,3|4|5,3,3,true,0,,,,,normal
990,16,地水師,010000,29,1|3|4|5,4,4,true,0,,,,,normal
991,16,地水師,010000,30,2|3|4|5,4,4,true,0,,,,,normal
992,16,地水師,010000,31,1|2|3|4|5,5,5,true,0,,,,,normal
993,16,地水師,010000,32,6,1,1,true,0,,,,,normal
994,16,地水師,010000,33,1|6,2,2,true,0,,,,,normal
995,16,地水師,010000,34,2|6,2,2,true,0,,,,,normal
996,16,地水師,010000,35,1|2|6,3,3,true,0,,,,,normal
997,16,地水師,010000,36,3|6,2,2,true,0,,,,,normal
998,16,地水師,010000,37,1|3|6,3,3,true,0,,,,,normal
999,16,地水師,010000,38,2|3|6,3,3,true,0,,,,,normal
1000,16,地水師,010000,39,1|2|3|6,4,4,true,0,,,,,normal
1001,16,地水師,010000,40,4|6,2,2,true,0,,,,,normal
1002,16,地水師,010000,41,1|4|6,3,3,true,0,,,,,normal
1003,16,地水師,010000,42,2|4|6,3,3,true,0,,,,,normal
1004,16,地水師,010000,43,1|2|4|6,4,4,true,0,,,,,normal
1005,16,地水師,010000,44,3|4|6,3,3,true,0,,,,,normal
1006,16,地水師,010000,45,1|3|4|6,4,4,true,0,,,,,normal
1007,16,地水師,010000,46,2|3|4|6,4,4,true,0,,,,,normal
1008,16,地水師,010000,47,1|2|3|4|6,5,5,true,0,,,,,normal
1009,16,地水師,010000,48,5|6,2,2,true,0,,,,,normal
1010,16,地水師,010000,49,1|5|6,3,3,true,0,,,,,normal
1011,16,地水師,010000,50,2|5|6,3,3,true,0,,,,,normal
1012,16,地水師,010000,51,1|2|5|6,4,4,true,0,,,,,normal
1013,16,地水師,010000,52,3|5|6,3,3,true,0,,,,,normal
1014,16,地水師,010000,53,1|3|5|6,4,4,true,0,,,,,normal
1015,16,地水師,010000,54,2|3|5|6,4,4,true,0,,,,,normal
1016,16,地水師,010000,55,1|2|3|5|6,5,5,true,0,,,,,normal
1017,16,地水師,010000,56,4|5|6,3,3,true,0,,,,,normal
1018,16,地水師,010000,57,1|4|5|6,4,4,true,0,,,,,normal
1019,16,地水師,010000,58,2|4|5|6,4,4,true,0,,,,,normal
1020,16,地水師,010000,59,1|2|4|5|6,5,5,true,0,,,,,normal
1021,16,地水師,010000,60,3|4|5|6,4,4,true,0,,,,,normal
1022,16,地水師,010000,61,1|3|4|5|6,5,5,true,0,,,,,normal
1023,16,地水師,010000,62,2|3|4|5|6,5,5,true,0,,,,,normal
1024,16,地水師,010000,63,1|2|3|4|5|6,6,6,true,0,,,,,normal
1025,17,艮為山,001001,0,,0,0,true,0,,,,,normal
1026,17,艮為山,001001,1,1,1,1,true,0,,,,,normal
1027,17,艮為山,001001,2,2,1,1,true,0,,,,,normal
1028,17,艮為山,001001,3,1|2,2,2,true,0,,,,,normal
1029,17,艮為山,001001,4,3,1,1,true,0,,,,,normal
1030,17,艮為山,001001,5,1|3,2,2,true,0,,,,,normal
1031,17,艮為山,001001,6,2|3,2,2,true,0,,,,,normal
1032,17,艮為山,001001,7,1|2|3,3,3,true,0,,,,,normal
1033,17,艮為山,001001,8,4,1,1,true,0,,,,,normal
1034,17,艮為山,001001,9,1|4,2,2,true,0,,,,,normal
1035,17,艮為山,001001,10,2|4,2,2,true,0,,,,,normal
1036,17,艮為山,001001,11,1|2|4,3,3,true,0,,,,,normal
1037,17,艮為山,001001,12,3|4,2,2,true,0,,,,,normal
1038,17,艮為山,001001,13,1|3|4,3,3,true,0,,,,,normal
1039,17,艮為山,001001,14,2|3|4,3,3,true,0,,,,,normal
1040,17,艮為山,001001,15,1|2|3|4,4,4,true,0,,,,,normal
1041,17,艮為山,001001,16,5,1,1,true,0,,,,,normal
1042,17,艮為山,001001,17,1|5,2,2,true,0,,,,,normal
1043,17,艮為山,001001,18,2|5,2,2,true,0,,,,,normal
1044,17,艮為山,001001,19,1|2|5,3,3,true,0,,,,,normal
1045,17,艮為山,001001,20,3|5,2,2,true,0,,,,,normal
1046,17,艮為山,001001,21,1|3|5,3,3,true,0,,,,,normal
1047,17,艮為山,001001,22,2|3|5,3,3,true,0,,,,,normal
1048,17,艮為山,001001,23,1|2|3|5,4,4,true,0,,,,,normal
1049,17,艮為山,001001,24,4|5,2,2,true,0,,,,,normal
1050,17,艮為山,001001,25,1|4|5,3,3,true,0,,,,,normal
1051,17,艮為山,001001,26,2|4|5,3,3,true,0,,,,,normal
1052,17,艮為山,001001,27,1|2|4|5,4,4,true,0,,,,,normal
1053,17,艮為山,001001,28,3|4|5,3,3,true,0,,,,,normal
1054,17,艮為山,001001,29,1|3|4|5,4,4,true,0,,,,,normal
1055,17,艮為山,001001,30,2|3|4|5,4,4,true,0,,,,,normal
1056,17,艮為山,001001,31,1|2|3|4|5,5,5,true,0,,,,,normal
1057,17,艮為山,001001,32,6,1,1,true,0,,,,,normal
1058,17,艮為山,001001,33,1|6,2,2,true,0,,,,,normal
1059,17,艮為山,001001,34,2|6,2,2,true,0,,,,,normal
1060,17,艮為山,001001,35,1|2|6,3,3,true,0,,,,,normal
1061,17,艮為山,001001,36,3|6,2,2,true,0,,,,,normal
1062,17,艮為山,001001,37,1|3|6,3,3,true,0,,,,,normal
1063,17,艮為山,001001,38,2|3|6,3,3,true,0,,,,,normal
1064,17,艮為山,001001,39,1|2|3|6,4,4,true,0,,,,,normal
1065,17,艮為山,001001,40,4|6,2,2,true,0,,,,,normal
1066,17,艮為山,001001,41,1|4|6,3,3,true,0,,,,,normal
1067,17,艮為山,001001,42,2|4|6,3,3,true,0,,,,,normal
1068,17,艮為山,001001,43,1|2|4|6,4,4,true,0,,,,,normal
1069,17,艮為山,001001,44,3|4|6,3,3,true,0,,,,,normal
1070,17,艮為山,001001,45,1|3|4|6,4,4,true,0,,,,,normal
1071,17,艮為山,001001,46,2|3|4|6,4,4,true,0,,,,,normal
1072,17,艮為山,001001,47,1|2|3|4|6,5,5,true,0,,,,,normal
1073,17,艮為山,001001,48,5|6,2,2,true,0,,,,,normal
1074,17,艮為山,001001,49,1|5|6,3,3,true,0,,,,,normal
1075,17,艮為山,001001,50,2|5|6,3,3,true,0,,,,,normal
1076,17,艮為山,001001,51,1|2|5|6,4,4,true,0,,,,,normal
1077,17,艮為山,001001,52,3|5|6,3,3,true,0,,,,,normal
1078,17,艮為山,001001,53,1|3|5|6,4,4,true,0,,,,,normal
1079,17,艮為山,001001,54,2|3|5|6,4,4,true,0,,,,,normal
1080,17,艮為山,001001,55,1|2|3|5|6,5,5,true,0,,,,,normal
1081,17,艮為山,001001,56,4|5|6,3,3,true,0,,,,,normal
1082,17,艮為山,001001,57,1|4|5|6,4,4,true,0,,,,,normal
1083,17,艮為山,001001,58,2|4|5|6,4,4,true,0,,,,,normal
1084,17,艮為山,001001,59,1|2|4|5|6,5,5,true,0,,,,,normal
1085,17,艮為山,001001,60,3|4|5|6,4,4,true,0,,,,,normal
1086,17,艮為山,001001,61,1|3|4|5|6,5,5,true,0,,,,,normal
1087,17,艮為山,001001,62,2|3|4|5|6,5,5,true,0,,,,,normal
1088,17,艮為山,001001,63,1|2|3|4|5|6,6,6,true,0,,,,,normal
1089,18,山火賁,101001,0,,0,0,true,2,,,,,normal
1090,18,山火賁,101001,1,1,1,1,true,2,,,,,normal
1091,18,山火賁,101001,2,2,1,1,true,2,,,,,normal
1092,18,山火賁,101001,3,1|2,2,2,true,2,,,,,normal
1093,18,山火賁,101001,4,3,1,1,true,2,,,,,normal
1094,18,山火賁,101001,5,1|3,2,2,true,2,,,,,normal
1095,18,山火賁,101001,6,2|3,2,2,true,2,,,,,normal
1096,18,山火賁,101001,7,1|2|3,3,3,true,2,,,,,normal
1097,18,山火賁,101001,8,4,1,1,true,2,,,,,normal
1098,18,山火賁,101001,9,1|4,2,2,true,2,,,,,normal
1099,18,山火賁,101001,10,2|4,2,2,true,2,,,,,normal
1100,18,山火賁,101001,11,1|2|4,3,3,true,2,,,,,normal
1101,18,山火賁,101001,12,3|4,2,2,true,2,,,,,normal
1102,18,山火賁,101001,13,1|3|4,3,3,true,2,,,,,normal
1103,18,山火賁,101001,14,2|3|4,3,3,true,2,,,,,normal
1104,18,山火賁,101001,15,1|2|3|4,4,4,true,2,,,,,normal
1105,18,山火賁,101001,16,5,1,1,true,2,,,,,normal
1106,18,山火賁,101001,17,1|5,2,2,true,2,,,,,normal
1107,18,山火賁,101001,18,2|5,2,2,true,2,,,,,normal
1108,18,山火賁,101001,19,1|2|5,3,3,true,2,,,,,normal
1109,18,山火賁,101001,20,3|5,2,2,true,2,,,,,normal
1110,18,山火賁,101001,21,1|3|5,3,3,true,2,,,,,normal
1111,18,山火賁,101001,22,2|3|5,3,3,true,2,,,,,normal
1112,18,山火賁,101001,23,1|2|3|5,4,4,true,2,,,,,normal
1113,18,山火賁,101001,24,4|5,2,2,true,2,,,,,normal
1114,18,山火賁,101001,25,1|4|5,3,3,true,2,,,,,normal
1115,18,山火賁,101001,26,2|4|5,3,3,true,2,,,,,normal
1116,18,山火賁,101001,27,1|2|4|5,4,4,true,2,,,,,normal
1117,18,山火賁,101001,28,3|4|5,3,3,true,2,,,,,normal
1118,18,山火賁,101001,29,1|3|4|5,4,4,true,2,,,,,normal
1119,18,山火賁,101001,30,2|3|4|5,4,4,true,2,,,,,normal
1120,18,山火賁,101001,31,1|2|3|4|5,5,5,true,2,,,,,normal
1121,18,山火賁,101001,32,6,1,1,true,2,,,,,normal
1122,18,山火賁,101001,33,1|6,2,2,true,2,,,,,normal
1123,18,山火賁,101001,34,2|6,2,2,true,2,,,,,normal
1124,18,山火賁,101001,35,1|2|6,3,3,true,2,,,,,normal
1125,18,山火賁,101001,36,3|6,2,2,true,2,,,,,normal
1126,18,山火賁,101001,37,1|3|6,3,3,true,2,,,,,normal
1127,18,山火賁,101001,38,2|3|6,3,3,true,2,,,,,normal
1128,18,山火賁,101001,39,1|2|3|6,4,4,true,2,,,,,normal
1129,18,山火賁,101001,40,4|6,2,2,true,2,,,,,normal
1130,18,山火賁,101001,41,1|4|6,3,3,true,2,,,,,normal
1131,18,山火賁,101001,42,2|4|6,3,3,true,2,,,,,normal
1132,18,山火賁,101001,43,1|2|4|6,4,4,true,2,,,,,normal
1133,18,山火賁,101001,44,3|4|6,3,3,true,2,,,,,normal
1134,18,山火賁,101001,45,1|3|4|6,4,4,true,2,,,,,normal
1135,18,山火賁,101001,46,2|3|4|6,4,4,true,2,,,,,normal
1136,18,山火賁,101001,47,1|2|3|4|6,5,5,true,2,,,,,normal
1137,18,山火賁,101001,48,5|6,2,2,true,2,,,,,normal
1138,18,山火賁,101001,49,1|5|6,3,3,true,2,,,,,normal
1139,18,山火賁,101001,50,2|5|6,3,3,true,2,,,,,normal
1140,18,山火賁,101001,51,1|2|5|6,4,4,true,2,,,,,normal
1141,18,山火賁,101001,52,3|5|6,3,3,true,2,,,,,normal
1142,18,山火賁,101001,53,1|3|5|6,4,4,true,2,,,,,normal
1143,18,山火賁,101001,54,2|3|5|6,4,4,true,2,,,,,normal
1144,18,山火賁,101001,55,1|2|3|5|6,5,5,true,2,,,,,normal
1145,18,山火賁,101001,56,4|5|6,3,3,true,2,,,,,normal
1146,18,山火賁,101001,57,1|4|5|6,4,4,true,2,,,,,normal
1147,18,山火賁,101001,58,2|4|5|6,4,4,true,2,,,,,normal
1148,18,山火賁,101001,59,1|2|4|5|6,5,5,true,2,,,,,normal
1149,18,山火賁,101001,60,3|4|5|6,4,4,true,2,,,,,normal
1150,18,山火賁,101001,61,1|3|4|5|6,5,5,true,2,,,,,normal
1151,18,山火賁,101001,62,2|3|4|5|6,5,5,true,2,,,,,normal
1152,18,山火賁,101001,63,1|2|3|4|5|6,6,6,true,2,,,,,normal
1153,19,山天大畜,111001,0,,0,0,true,2,,,,,normal
1154,19,山天大畜,111001,1,1,1,1,true,2,,,,,normal
1155,19,山天大畜,111001,2,2,1,1,true,2,,,,,normal
1156,19,山天大畜,111001,3,1|2,2,2,true,2,,,,,normal
1157,19,山天大畜,111001,4,3,1,1,true,2,,,,,normal
1158,19,山天大畜,111001,5,1|3,2,2,true,2,,,,,normal
1159,19,山天大畜,111001,6,2|3,2,2,true,2,,,,,normal
1160,19,山天大畜,111001,7,1|2|3,3,3,true,2,,,,,normal
1161,19,山天大畜,111001,8,4,1,1,true,2,,,,,normal
1162,19,山天大畜,111001,9,1|4,2,2,true,2,,,,,normal
1163,19,山天大畜,111001,10,2|4,2,2,true,2,,,,,normal
1164,19,山天大畜,111001,11,1|2|4,3,3,true,2,,,,,normal
1165,19,山天大畜,111001,12,3|4,2,2,true,2,,,,,normal
1166,19,山天大畜,111001,13,1|3|4,3,3,true,2,,,,,normal
1167,19,山天大畜,111001,14,2|3|4,3,3,true,2,,,,,normal
1168,19,山天大畜,111001,15,1|2|3|4,4,4,true,2,,,,,normal
1169,19,山天大畜,111001,16,5,1,1,true,2,,,,,normal
1170,19,山天大畜,111001,17,1|5,2,2,true,2,,,,,normal
1171,19,山天大畜,111001,18,2|5,2,2,true,2,,,,,normal
1172,19,山天大畜,111001,19,1|2|5,3,3,true,2,,,,,normal
1173,19,山天大畜,111001,20,3|5,2,2,true,2,,,,,normal
1174,19,山天大畜,111001,21,1|3|5,3,3,true,2,,,,,normal
1175,19,山天大畜,111001,22,2|3|5,3,3,true,2,,,,,normal
1176,19,山天大畜,111001,23,1|2|3|5,4,4,true,2,,,,,normal
1177,19,山天大畜,111001,24,4|5,2,2,true,2,,,,,normal
1178,19,山天大畜,111001,25,1|4|5,3,3,true,2,,,,,normal
1179,19,山天大畜,111001,26,2|4|5,3,3,true,2,,,,,normal
1180,19,山天大畜,111001,27,1|2|4|5,4,4,true,2,,,,,normal
1181,19,山天大畜,111001,28,3|4|5,3,3,true,2,,,,,normal
1182,19,山天大畜,111001,29,1|3|4|5,4,4,true,2,,,,,normal
1183,19,山天大畜,111001,30,2|3|4|5,4,4,true,2,,,,,normal
1184,19,山天大畜,111001,31,1|2|3|4|5,5,5,true,2,,,,,normal
1185,19,山天大畜,111001,32,6,1,1,true,2,,,,,normal
1186,19,山天大畜,111001,33,1|6,2,2,true,2,,,,,normal
1187,19,山天大畜,111001,34,2|6,2,2,true,2,,,,,normal
1188,19,山天大畜,111001,35,1|2|6,3,3,true,2,,,,,normal
1189,19,山天大畜,111001,36,3|6,2,2,true,2,,,,,normal
1190,19,山天大畜,111001,37,1|3|6,3,3,true,2,,,,,normal
1191,19,山天大畜,111001,38,2|3|6,3,3,true,2,,,,,normal
1192,19,山天大畜,111001,39,1|2|3|6,4,4,true,2,,,,,normal
1193,19,山天大畜,111001,40,4|6,2,2,true,2,,,,,normal
1194,19,山天大畜,111001,41,1|4|6,3,3,true,2,,,,,normal
1195,19,山天大畜,111001,42,2|4|6,3,3,true,2,,,,,normal
1196,19,山天大畜,111001,43,1|2|4|6,4,4,true,2,,,,,normal
1197,19,山天大畜,111001,44,3|4|6,3,3,true,2,,,,,normal
1198,19,山天大畜,111001,45,1|3|4|6,4,4,true,2,,,,,normal
1199,19,山天大畜,111001,46,2|3|4|6,4,4,true,2,,,,,normal
1200,19,山天大畜,111001,47,1|2|3|4|6,5,5,true,2,,,,,normal
1201,19,山天大畜,111001,48,5|6,2,2,true,2,,,,,normal
1202,19,山天大畜,111001,49,1|5|6,3,3,true,2,,,,,normal
1203,19,山天大畜,111001,50,2|5|6,3,3,true,2,,,,,normal
1204,19,山天大畜,111001,51,1|2|5|6,4,4,true,2,,,,,normal
1205,19,山天大畜,111001,52,3|5|6,3,3,true,2,,,,,normal
1206,19,山天大畜,111001,53,1|3|5|6,4,4,true,2,,,,,normal
1207,19,山天大畜,111001,54,2|3|5|6,4,4,true,2,,,,,normal
1208,19,山天大畜,111001,55,1|2|3|5|6,5,5,true,2,,,,,normal
1209,19,山天大畜,111001,56,4|5|6,3,3,true,2,,,,,normal
1210,19,山天大畜,111001,57,1|4|5|6,4,4,true,2,,,,,normal
1211,19,山天大畜,111001,58,2|4|5|6,4,4,true,2,,,,,normal
1212,19,山天大畜,111001,59,1|2|4|5|6,5,5,true,2,,,,,normal
1213,19,山天大畜,111001,60,3|4|5|6,4,4,true,2,,,,,normal
1214,19,山天大畜,111001,61,1|3|4|5|6,5,5,true,2,,,,,normal
1215,19,山天大畜,111001,62,2|3|4|5|6,5,5,true,2,,,,,normal
1216,19,山天大畜,111001,63,1|2|3|4|5|6,6,6,true,2,,,,,normal
1217,20,山澤損,110001,0,,0,0,true,1,,,,,normal
1218,20,山澤損,110001,1,1,1,1,true,1,,,,,normal
1219,20,山澤損,110001,2,2,1,1,true,1,,,,,normal
1220,20,山澤損,110001,3,1|2,2,2,true,1,,,,,normal
1221,20,山澤損,110001,4,3,1,1,true,1,,,,,normal
1222,20,山澤損,110001,5,1|3,2,2,true,1,,,,,normal
1223,20,山澤損,110001,6,2|3,2,2,true,1,,,,,normal
1224,20,山澤損,110001,7,1|2|3,3,3,true,1,,,,,normal
1225,20,山澤損,110001,8,4,1,1,true,1,,,,,normal
1226,20,山澤損,110001,9,1|4,2,2,true,1,,,,,normal
1227,20,山澤損,110001,10,2|4,2,2,true,1,,,,,normal
1228,20,山澤損,110001,11,1|2|4,3,3,true,1,,,,,normal
1229,20,山澤損,110001,12,3|4,2,2,true,1,,,,,normal
1230,20,山澤損,110001,13,1|3|4,3,3,true,1,,,,,normal
1231,20,山澤損,110001,14,2|3|4,3,3,true,1,,,,,normal
1232,20,山澤損,110001,15,1|2|3|4,4,4,true,1,,,,,normal
1233,20,山澤損,110001,16,5,1,1,true,1,,,,,normal
1234,20,山澤損,110001,17,1|5,2,2,true,1,,,,,normal
1235,20,山澤損,110001,18,2|5,2,2,true,1,,,,,normal
1236,20,山澤損,110001,19,1|2|5,3,3,true,1,,,,,normal
1237,20,山澤損,110001,20,3|5,2,2,true,1,,,,,normal
1238,20,山澤損,110001,21,1|3|5,3,3,true,1,,,,,normal
1239,20,山澤損,110001,22,2|3|5,3,3,true,1,,,,,normal
1240,20,山澤損,110001,23,1|2|3|5,4,4,true,1,,,,,normal
1241,20,山澤損,110001,24,4|5,2,2,true,1,,,,,normal
1242,20,山澤損,110001,25,1|4|5,3,3,true,1,,,,,normal
1243,20,山澤損,110001,26,2|4|5,3,3,true,1,,,,,normal
1244,20,山澤損,110001,27,1|2|4|5,4,4,true,1,,,,,normal
1245,20,山澤損,110001,28,3|4|5,3,3,true,1,,,,,normal
1246,20,山澤損,110001,29,1|3|4|5,4,4,true,1,,,,,normal
1247,20,山澤損,110001,30,2|3|4|5,4,4,true,1,,,,,normal
1248,20,山澤損,110001,31,1|2|3|4|5,5,5,true,1,,,,,normal
1249,20,山澤損,110001,32,6,1,1,true,1,,,,,normal
1250,20,山澤損,110001,33,1|6,2,2,true,1,,,,,normal
1251,20,山澤損,110001,34,2|6,2,2,true,1,,,,,normal
1252,20,山澤損,110001,35,1|2|6,3,3,true,1,,,,,normal
1253,20,山澤損,110001,36,3|6,2,2,true,1,,,,,normal
1254,20,山澤損,110001,37,1|3|6,3,3,true,1,,,,,normal
1255,20,山澤損,110001,38,2|3|6,3,3,true,1,,,,,normal
1256,20,山澤損,110001,39,1|2|3|6,4,4,true,1,,,,,normal
1257,20,山澤損,110001,40,4|6,2,2,true,1,,,,,normal
1258,20,山澤損,110001,41,1|4|6,3,3,true,1,,,,,normal
1259,20,山澤損,110001,42,2|4|6,3,3,true,1,,,,,normal
1260,20,山澤損,110001,43,1|2|4|6,4,4,true,1,,,,,normal
1261,20,山澤損,110001,44,3|4|6,3,3,true,1,,,,,normal
1262,20,山澤損,110001,45,1|3|4|6,4,4,true,1,,,,,normal
1263,20,山澤損,110001,46,2|3|4|6,4,4,true,1,,,,,normal
1264,20,山澤損,110001,47,1|2|3|4|6,5,5,true,1,,,,,normal
1265,20,山澤損,110001,48,5|6,2,2,true,1,,,,,normal
1266,20,山澤損,110001,49,1|5|6,3,3,true,1,,,,,normal
1267,20,山澤損,110001,50,2|5|6,3,3,true,1,,,,,normal
1268,20,山澤損,110001,51,1|2|5|6,4,4,true,1,,,,,normal
1269,20,山澤損,110001,52,3|5|6,3,3,true,1,,,,,normal
1270,20,山澤損,110001,53,1|3|5|6,4,4,true,1,,,,,normal
1271,20,山澤損,110001,54,2|3|5|6,4,4,true,1,,,,,normal
1272,20,山澤損,110001,55,1|2|3|5|6,5,5,true,1,,,,,normal
1273,20,山澤損,110001,56,4|5|6,3,3,true,1,,,,,normal
1274,20,山澤損,110001,57,1|4|5|6,4,4,true,1,,,,,normal
1275,20,山澤損,110001,58,2|4|5|6,4,4,true,1,,,,,normal
1276,20,山澤損,110001,59,1|2|4|5|6,5,5,true,1,,,,,normal
1277,20,山澤損,110001,60,3|4|5|6,4,4,true,1,,,,,normal
1278,20,山澤損,110001,61,1|3|4|5|6,5,5,true,1,,,,,normal
1279,20,山澤損,110001,62,2|3|4|5|6,5,5,true,1,,,,,normal
1280,20,山澤損,110001,63,1|2|3|4|5|6,6,6,true,1,,,,,normal
1281,21,火澤睽,110101,0,,0,0,true,1,,,,,normal
1282,21,火澤睽,110101,1,1,1,1,true,1,,,,,normal
1283,21,火澤睽,110101,2,2,1,1,true,1,,,,,normal
1284,21,火澤睽,110101,3,1|2,2,2,true,1,,,,,normal
1285,21,火澤睽,110101,4,3,1,1,true,1,,,,,normal
1286,21,火澤睽,110101,5,1|3,2,2,true,1,,,,,normal
1287,21,火澤睽,110101,6,2|3,2,2,true,1,,,,,normal
1288,21,火澤睽,110101,7,1|2|3,3,3,true,1,,,,,normal
1289,21,火澤睽,110101,8,4,1,1,true,1,,,,,normal
1290,21,火澤睽,110101,9,1|4,2,2,true,1,,,,,normal
1291,21,火澤睽,110101,10,2|4,2,2,true,1,,,,,normal
1292,21,火澤睽,110101,11,1|2|4,3,3,true,1,,,,,normal
1293,21,火澤睽,110101,12,3|4,2,2,true,1,,,,,normal
1294,21,火澤睽,110101,13,1|3|4,3,3,true,1,,,,,normal
1295,21,火澤睽,110101,14,2|3|4,3,3,true,1,,,,,normal
1296,21,火澤睽,110101,15,1|2|3|4,4,4,true,1,,,,,normal
1297,21,火澤睽,110101,16,5,1,1,true,1,,,,,normal
1298,21,火澤睽,110101,17,1|5,2,2,true,1,,,,,normal
1299,21,火澤睽,110101,18,2|5,2,2,true,1,,,,,normal
1300,21,火澤睽,110101,19,1|2|5,3,3,true,1,,,,,normal
1301,21,火澤睽,110101,20,3|5,2,2,true,1,,,,,normal
1302,21,火澤睽,110101,21,1|3|5,3,3,true,1,,,,,normal
1303,21,火澤睽,110101,22,2|3|5,3,3,true,1,,,,,normal
1304,21,火澤睽,110101,23,1|2|3|5,4,4,true,1,,,,,normal
1305,21,火澤睽,110101,24,4|5,2,2,true,1,,,,,normal
1306,21,火澤睽,110101,25,1|4|5,3,3,true,1,,,,,normal
1307,21,火澤睽,110101,26,2|4|5,3,3,true,1,,,,,normal
1308,21,火澤睽,110101,27,1|2|4|5,4,4,true,1,,,,,normal
1309,21,火澤睽,110101,28,3|4|5,3,3,true,1,,,,,normal
1310,21,火澤睽,110101,29,1|3|4|5,4,4,true,1,,,,,normal
1311,21,火澤睽,110101,30,2|3|4|5,4,4,true,1,,,,,normal
1312,21,火澤睽,110101,31,1|2|3|4|5,5,5,true,1,,,,,normal
1313,21,火澤睽,110101,32,6,1,1,true,1,,,,,normal
1314,21,火澤睽,110101,33,1|6,2,2,true,1,,,,,normal
1315,21,火澤睽,110101,34,2|6,2,2,true,1,,,,,normal
1316,21,火澤睽,110101,35,1|2|6,3,3,true,1,,,,,normal
1317,21,火澤睽,110101,36,3|6,2,2,true,1,,,,,normal
1318,21,火澤睽,110101,37,1|3|6,3,3,true,1,,,,,normal
1319,21,火澤睽,110101,38,2|3|6,3,3,true,1,,,,,normal
1320,21,火澤睽,110101,39,1|2|3|6,4,4,true,1,,,,,normal
