# 本 snapshot 產生於 commit 482bacf（161 tests）
# 此為修復後現況基準，非跨版本永恆正確性證明。
# 產生時 §11.1 待決項為 53 項。
#
# 產生時之已知問題狀態：
#   [已修] 1. 旬空、月破顯示佔位符（L2 未接通）
#   [已修] 2. 逐爻推導全部「未有對應模板」
#   [已修] 3. 多軌頁只顯示三本、標「三家共識」
#   [已修] 4. 原文摺疊區「未提供逐字原文」
#   [已修] 5. 卦名不完整（「水雷」缺「屯」）—— L1 運算層
#   [已修] 6. 伏神 dump JSON、內部 TODO 標記洩漏
#   [已修] 7. 用神選擇疑無實際作用（L3）
#
# K／Y 僅呈現多軌材料，未把空亡、沖散或四神判語應用為效果語義。
case_index,hexagram_id,hexagram_name,lines,moving_mask,moving_positions,moving_count_expected,moving_count_actual,changed_lines_complete,hidden_count,failed_checks,placeholder_checks,exception_type,exception_message,result_class
1975,31,澤風大過,011110,54,2|3|5|6,4,4,true,2,,,,,normal
1976,31,澤風大過,011110,55,1|2|3|5|6,5,5,true,2,,,,,normal
1977,31,澤風大過,011110,56,4|5|6,3,3,true,2,,,,,normal
1978,31,澤風大過,011110,57,1|4|5|6,4,4,true,2,,,,,normal
1979,31,澤風大過,011110,58,2|4|5|6,4,4,true,2,,,,,normal
1980,31,澤風大過,011110,59,1|2|4|5|6,5,5,true,2,,,,,normal
1981,31,澤風大過,011110,60,3|4|5|6,4,4,true,2,,,,,normal
1982,31,澤風大過,011110,61,1|3|4|5|6,5,5,true,2,,,,,normal
1983,31,澤風大過,011110,62,2|3|4|5|6,5,5,true,2,,,,,normal
1984,31,澤風大過,011110,63,1|2|3|4|5|6,6,6,true,2,,,,,normal
1985,32,澤雷隨,100110,0,,0,0,true,1,,,,,normal
1986,32,澤雷隨,100110,1,1,1,1,true,1,,,,,normal
1987,32,澤雷隨,100110,2,2,1,1,true,1,,,,,normal
1988,32,澤雷隨,100110,3,1|2,2,2,true,1,,,,,normal
1989,32,澤雷隨,100110,4,3,1,1,true,1,,,,,normal
1990,32,澤雷隨,100110,5,1|3,2,2,true,1,,,,,normal
1991,32,澤雷隨,100110,6,2|3,2,2,true,1,,,,,normal
1992,32,澤雷隨,100110,7,1|2|3,3,3,true,1,,,,,normal
1993,32,澤雷隨,100110,8,4,1,1,true,1,,,,,normal
1994,32,澤雷隨,100110,9,1|4,2,2,true,1,,,,,normal
1995,32,澤雷隨,100110,10,2|4,2,2,true,1,,,,,normal
1996,32,澤雷隨,100110,11,1|2|4,3,3,true,1,,,,,normal
1997,32,澤雷隨,100110,12,3|4,2,2,true,1,,,,,normal
1998,32,澤雷隨,100110,13,1|3|4,3,3,true,1,,,,,normal
1999,32,澤雷隨,100110,14,2|3|4,3,3,true,1,,,,,normal
2000,32,澤雷隨,100110,15,1|2|3|4,4,4,true,1,,,,,normal
2001,32,澤雷隨,100110,16,5,1,1,true,1,,,,,normal
2002,32,澤雷隨,100110,17,1|5,2,2,true,1,,,,,normal
2003,32,澤雷隨,100110,18,2|5,2,2,true,1,,,,,normal
2004,32,澤雷隨,100110,19,1|2|5,3,3,true,1,,,,,normal
2005,32,澤雷隨,100110,20,3|5,2,2,true,1,,,,,normal
2006,32,澤雷隨,100110,21,1|3|5,3,3,true,1,,,,,normal
2007,32,澤雷隨,100110,22,2|3|5,3,3,true,1,,,,,normal
2008,32,澤雷隨,100110,23,1|2|3|5,4,4,true,1,,,,,normal
2009,32,澤雷隨,100110,24,4|5,2,2,true,1,,,,,normal
2010,32,澤雷隨,100110,25,1|4|5,3,3,true,1,,,,,normal
2011,32,澤雷隨,100110,26,2|4|5,3,3,true,1,,,,,normal
2012,32,澤雷隨,100110,27,1|2|4|5,4,4,true,1,,,,,normal
2013,32,澤雷隨,100110,28,3|4|5,3,3,true,1,,,,,normal
2014,32,澤雷隨,100110,29,1|3|4|5,4,4,true,1,,,,,normal
2015,32,澤雷隨,100110,30,2|3|4|5,4,4,true,1,,,,,normal
2016,32,澤雷隨,100110,31,1|2|3|4|5,5,5,true,1,,,,,normal
2017,32,澤雷隨,100110,32,6,1,1,true,1,,,,,normal
2018,32,澤雷隨,100110,33,1|6,2,2,true,1,,,,,normal
2019,32,澤雷隨,100110,34,2|6,2,2,true,1,,,,,normal
2020,32,澤雷隨,100110,35,1|2|6,3,3,true,1,,,,,normal
2021,32,澤雷隨,100110,36,3|6,2,2,true,1,,,,,normal
2022,32,澤雷隨,100110,37,1|3|6,3,3,true,1,,,,,normal
2023,32,澤雷隨,100110,38,2|3|6,3,3,true,1,,,,,normal
2024,32,澤雷隨,100110,39,1|2|3|6,4,4,true,1,,,,,normal
2025,32,澤雷隨,100110,40,4|6,2,2,true,1,,,,,normal
2026,32,澤雷隨,100110,41,1|4|6,3,3,true,1,,,,,normal
2027,32,澤雷隨,100110,42,2|4|6,3,3,true,1,,,,,normal
2028,32,澤雷隨,100110,43,1|2|4|6,4,4,true,1,,,,,normal
2029,32,澤雷隨,100110,44,3|4|6,3,3,true,1,,,,,normal
2030,32,澤雷隨,100110,45,1|3|4|6,4,4,true,1,,,,,normal
2031,32,澤雷隨,100110,46,2|3|4|6,4,4,true,1,,,,,normal
2032,32,澤雷隨,100110,47,1|2|3|4|6,5,5,true,1,,,,,normal
2033,32,澤雷隨,100110,48,5|6,2,2,true,1,,,,,normal
2034,32,澤雷隨,100110,49,1|5|6,3,3,true,1,,,,,normal
2035,32,澤雷隨,100110,50,2|5|6,3,3,true,1,,,,,normal
2036,32,澤雷隨,100110,51,1|2|5|6,4,4,true,1,,,,,normal
2037,32,澤雷隨,100110,52,3|5|6,3,3,true,1,,,,,normal
2038,32,澤雷隨,100110,53,1|3|5|6,4,4,true,1,,,,,normal
2039,32,澤雷隨,100110,54,2|3|5|6,4,4,true,1,,,,,normal
2040,32,澤雷隨,100110,55,1|2|3|5|6,5,5,true,1,,,,,normal
2041,32,澤雷隨,100110,56,4|5|6,3,3,true,1,,,,,normal
2042,32,澤雷隨,100110,57,1|4|5|6,4,4,true,1,,,,,normal
2043,32,澤雷隨,100110,58,2|4|5|6,4,4,true,1,,,,,normal
2044,32,澤雷隨,100110,59,1|2|4|5|6,5,5,true,1,,,,,normal
2045,32,澤雷隨,100110,60,3|4|5|6,4,4,true,1,,,,,normal
2046,32,澤雷隨,100110,61,1|3|4|5|6,5,5,true,1,,,,,normal
2047,32,澤雷隨,100110,62,2|3|4|5|6,5,5,true,1,,,,,normal
2048,32,澤雷隨,100110,63,1|2|3|4|5|6,6,6,true,1,,,,,normal
2049,33,巽為風,011011,0,,0,0,true,0,,,,,normal
2050,33,巽為風,011011,1,1,1,1,true,0,,,,,normal
2051,33,巽為風,011011,2,2,1,1,true,0,,,,,normal
2052,33,巽為風,011011,3,1|2,2,2,true,0,,,,,normal
2053,33,巽為風,011011,4,3,1,1,true,0,,,,,normal
2054,33,巽為風,011011,5,1|3,2,2,true,0,,,,,normal
2055,33,巽為風,011011,6,2|3,2,2,true,0,,,,,normal
2056,33,巽為風,011011,7,1|2|3,3,3,true,0,,,,,normal
2057,33,巽為風,011011,8,4,1,1,true,0,,,,,normal
2058,33,巽為風,011011,9,1|4,2,2,true,0,,,,,normal
2059,33,巽為風,011011,10,2|4,2,2,true,0,,,,,normal
2060,33,巽為風,011011,11,1|2|4,3,3,true,0,,,,,normal
2061,33,巽為風,011011,12,3|4,2,2,true,0,,,,,normal
2062,33,巽為風,011011,13,1|3|4,3,3,true,0,,,,,normal
2063,33,巽為風,011011,14,2|3|4,3,3,true,0,,,,,normal
2064,33,巽為風,011011,15,1|2|3|4,4,4,true,0,,,,,normal
2065,33,巽為風,011011,16,5,1,1,true,0,,,,,normal
2066,33,巽為風,011011,17,1|5,2,2,true,0,,,,,normal
2067,33,巽為風,011011,18,2|5,2,2,true,0,,,,,normal
2068,33,巽為風,011011,19,1|2|5,3,3,true,0,,,,,normal
2069,33,巽為風,011011,20,3|5,2,2,true,0,,,,,normal
2070,33,巽為風,011011,21,1|3|5,3,3,true,0,,,,,normal
2071,33,巽為風,011011,22,2|3|5,3,3,true,0,,,,,normal
2072,33,巽為風,011011,23,1|2|3|5,4,4,true,0,,,,,normal
2073,33,巽為風,011011,24,4|5,2,2,true,0,,,,,normal
2074,33,巽為風,011011,25,1|4|5,3,3,true,0,,,,,normal
2075,33,巽為風,011011,26,2|4|5,3,3,true,0,,,,,normal
2076,33,巽為風,011011,27,1|2|4|5,4,4,true,0,,,,,normal
2077,33,巽為風,011011,28,3|4|5,3,3,true,0,,,,,normal
2078,33,巽為風,011011,29,1|3|4|5,4,4,true,0,,,,,normal
2079,33,巽為風,011011,30,2|3|4|5,4,4,true,0,,,,,normal
2080,33,巽為風,011011,31,1|2|3|4|5,5,5,true,0,,,,,normal
2081,33,巽為風,011011,32,6,1,1,true,0,,,,,normal
2082,33,巽為風,011011,33,1|6,2,2,true,0,,,,,normal
2083,33,巽為風,011011,34,2|6,2,2,true,0,,,,,normal
2084,33,巽為風,011011,35,1|2|6,3,3,true,0,,,,,normal
2085,33,巽為風,011011,36,3|6,2,2,true,0,,,,,normal
2086,33,巽為風,011011,37,1|3|6,3,3,true,0,,,,,normal
2087,33,巽為風,011011,38,2|3|6,3,3,true,0,,,,,normal
2088,33,巽為風,011011,39,1|2|3|6,4,4,true,0,,,,,normal
2089,33,巽為風,011011,40,4|6,2,2,true,0,,,,,normal
2090,33,巽為風,011011,41,1|4|6,3,3,true,0,,,,,normal
2091,33,巽為風,011011,42,2|4|6,3,3,true,0,,,,,normal
2092,33,巽為風,011011,43,1|2|4|6,4,4,true,0,,,,,normal
2093,33,巽為風,011011,44,3|4|6,3,3,true,0,,,,,normal
2094,33,巽為風,011011,45,1|3|4|6,4,4,true,0,,,,,normal
2095,33,巽為風,011011,46,2|3|4|6,4,4,true,0,,,,,normal
2096,33,巽為風,011011,47,1|2|3|4|6,5,5,true,0,,,,,normal
2097,33,巽為風,011011,48,5|6,2,2,true,0,,,,,normal
2098,33,巽為風,011011,49,1|5|6,3,3,true,0,,,,,normal
2099,33,巽為風,011011,50,2|5|6,3,3,true,0,,,,,normal
2100,33,巽為風,011011,51,1|2|5|6,4,4,true,0,,,,,normal
2101,33,巽為風,011011,52,3|5|6,3,3,true,0,,,,,normal
2102,33,巽為風,011011,53,1|3|5|6,4,4,true,0,,,,,normal
2103,33,巽為風,011011,54,2|3|5|6,4,4,true,0,,,,,normal
2104,33,巽為風,011011,55,1|2|3|5|6,5,5,true,0,,,,,normal
2105,33,巽為風,011011,56,4|5|6,3,3,true,0,,,,,normal
2106,33,巽為風,011011,57,1|4|5|6,4,4,true,0,,,,,normal
2107,33,巽為風,011011,58,2|4|5|6,4,4,true,0,,,,,normal
2108,33,巽為風,011011,59,1|2|4|5|6,5,5,true,0,,,,,normal
2109,33,巽為風,011011,60,3|4|5|6,4,4,true,0,,,,,normal
2110,33,巽為風,011011,61,1|3|4|5|6,5,5,true,0,,,,,normal
2111,33,巽為風,011011,62,2|3|4|5|6,5,5,true,0,,,,,normal
2112,33,巽為風,011011,63,1|2|3|4|5|6,6,6,true,0,,,,,normal
2113,34,風天小畜,111011,0,,0,0,true,1,,,,,normal
2114,34,風天小畜,111011,1,1,1,1,true,1,,,,,normal
2115,34,風天小畜,111011,2,2,1,1,true,1,,,,,normal
2116,34,風天小畜,111011,3,1|2,2,2,true,1,,,,,normal
2117,34,風天小畜,111011,4,3,1,1,true,1,,,,,normal
2118,34,風天小畜,111011,5,1|3,2,2,true,1,,,,,normal
2119,34,風天小畜,111011,6,2|3,2,2,true,1,,,,,normal
2120,34,風天小畜,111011,7,1|2|3,3,3,true,1,,,,,normal
2121,34,風天小畜,111011,8,4,1,1,true,1,,,,,normal
2122,34,風天小畜,111011,9,1|4,2,2,true,1,,,,,normal
2123,34,風天小畜,111011,10,2|4,2,2,true,1,,,,,normal
2124,34,風天小畜,111011,11,1|2|4,3,3,true,1,,,,,normal
2125,34,風天小畜,111011,12,3|4,2,2,true,1,,,,,normal
2126,34,風天小畜,111011,13,1|3|4,3,3,true,1,,,,,normal
2127,34,風天小畜,111011,14,2|3|4,3,3,true,1,,,,,normal
2128,34,風天小畜,111011,15,1|2|3|4,4,4,true,1,,,,,normal
2129,34,風天小畜,111011,16,5,1,1,true,1,,,,,normal
2130,34,風天小畜,111011,17,1|5,2,2,true,1,,,,,normal
2131,34,風天小畜,111011,18,2|5,2,2,true,1,,,,,normal
2132,34,風天小畜,111011,19,1|2|5,3,3,true,1,,,,,normal
2133,34,風天小畜,111011,20,3|5,2,2,true,1,,,,,normal
2134,34,風天小畜,111011,21,1|3|5,3,3,true,1,,,,,normal
2135,34,風天小畜,111011,22,2|3|5,3,3,true,1,,,,,normal
2136,34,風天小畜,111011,23,1|2|3|5,4,4,true,1,,,,,normal
2137,34,風天小畜,111011,24,4|5,2,2,true,1,,,,,normal
2138,34,風天小畜,111011,25,1|4|5,3,3,true,1,,,,,normal
2139,34,風天小畜,111011,26,2|4|5,3,3,true,1,,,,,normal
2140,34,風天小畜,111011,27,1|2|4|5,4,4,true,1,,,,,normal
2141,34,風天小畜,111011,28,3|4|5,3,3,true,1,,,,,normal
2142,34,風天小畜,111011,29,1|3|4|5,4,4,true,1,,,,,normal
2143,34,風天小畜,111011,30,2|3|4|5,4,4,true,1,,,,,normal
2144,34,風天小畜,111011,31,1|2|3|4|5,5,5,true,1,,,,,normal
2145,34,風天小畜,111011,32,6,1,1,true,1,,,,,normal
2146,34,風天小畜,111011,33,1|6,2,2,true,1,,,,,normal
2147,34,風天小畜,111011,34,2|6,2,2,true,1,,,,,normal
2148,34,風天小畜,111011,35,1|2|6,3,3,true,1,,,,,normal
2149,34,風天小畜,111011,36,3|6,2,2,true,1,,,,,normal
2150,34,風天小畜,111011,37,1|3|6,3,3,true,1,,,,,normal
2151,34,風天小畜,111011,38,2|3|6,3,3,true,1,,,,,normal
2152,34,風天小畜,111011,39,1|2|3|6,4,4,true,1,,,,,normal
2153,34,風天小畜,111011,40,4|6,2,2,true,1,,,,,normal
2154,34,風天小畜,111011,41,1|4|6,3,3,true,1,,,,,normal
2155,34,風天小畜,111011,42,2|4|6,3,3,true,1,,,,,normal
2156,34,風天小畜,111011,43,1|2|4|6,4,4,true,1,,,,,normal
2157,34,風天小畜,111011,44,3|4|6,3,3,true,1,,,,,normal
2158,34,風天小畜,111011,45,1|3|4|6,4,4,true,1,,,,,normal
2159,34,風天小畜,111011,46,2|3|4|6,4,4,true,1,,,,,normal
2160,34,風天小畜,111011,47,1|2|3|4|6,5,5,true,1,,,,,normal
2161,34,風天小畜,111011,48,5|6,2,2,true,1,,,,,normal
2162,34,風天小畜,111011,49,1|5|6,3,3,true,1,,,,,normal
2163,34,風天小畜,111011,50,2|5|6,3,3,true,1,,,,,normal
2164,34,風天小畜,111011,51,1|2|5|6,4,4,true,1,,,,,normal
2165,34,風天小畜,111011,52,3|5|6,3,3,true,1,,,,,normal
2166,34,風天小畜,111011,53,1|3|5|6,4,4,true,1,,,,,normal
2167,34,風天小畜,111011,54,2|3|5|6,4,4,true,1,,,,,normal
2168,34,風天小畜,111011,55,1|2|3|5|6,5,5,true,1,,,,,normal
2169,34,風天小畜,111011,56,4|5|6,3,3,true,1,,,,,normal
2170,34,風天小畜,111011,57,1|4|5|6,4,4,true,1,,,,,normal
2171,34,風天小畜,111011,58,2|4|5|6,4,4,true,1,,,,,normal
2172,34,風天小畜,111011,59,1|2|4|5|6,5,5,true,1,,,,,normal
2173,34,風天小畜,111011,60,3|4|5|6,4,4,true,1,,,,,normal
2174,34,風天小畜,111011,61,1|3|4|5|6,5,5,true,1,,,,,normal
2175,34,風天小畜,111011,62,2|3|4|5|6,5,5,true,1,,,,,normal
2176,34,風天小畜,111011,63,1|2|3|4|5|6,6,6,true,1,,,,,normal
2177,35,風火家人,101011,0,,0,0,true,1,,,,,normal
2178,35,風火家人,101011,1,1,1,1,true,1,,,,,normal
2179,35,風火家人,101011,2,2,1,1,true,1,,,,,normal
2180,35,風火家人,101011,3,1|2,2,2,true,1,,,,,normal
2181,35,風火家人,101011,4,3,1,1,true,1,,,,,normal
2182,35,風火家人,101011,5,1|3,2,2,true,1,,,,,normal
2183,35,風火家人,101011,6,2|3,2,2,true,1,,,,,normal
2184,35,風火家人,101011,7,1|2|3,3,3,true,1,,,,,normal
2185,35,風火家人,101011,8,4,1,1,true,1,,,,,normal
2186,35,風火家人,101011,9,1|4,2,2,true,1,,,,,normal
2187,35,風火家人,101011,10,2|4,2,2,true,1,,,,,normal
2188,35,風火家人,101011,11,1|2|4,3,3,true,1,,,,,normal
2189,35,風火家人,101011,12,3|4,2,2,true,1,,,,,normal
2190,35,風火家人,101011,13,1|3|4,3,3,true,1,,,,,normal
2191,35,風火家人,101011,14,2|3|4,3,3,true,1,,,,,normal
2192,35,風火家人,101011,15,1|2|3|4,4,4,true,1,,,,,normal
2193,35,風火家人,101011,16,5,1,1,true,1,,,,,normal
2194,35,風火家人,101011,17,1|5,2,2,true,1,,,,,normal
2195,35,風火家人,101011,18,2|5,2,2,true,1,,,,,normal
2196,35,風火家人,101011,19,1|2|5,3,3,true,1,,,,,normal
2197,35,風火家人,101011,20,3|5,2,2,true,1,,,,,normal
2198,35,風火家人,101011,21,1|3|5,3,3,true,1,,,,,normal
2199,35,風火家人,101011,22,2|3|5,3,3,true,1,,,,,normal
2200,35,風火家人,101011,23,1|2|3|5,4,4,true,1,,,,,normal
2201,35,風火家人,101011,24,4|5,2,2,true,1,,,,,normal
2202,35,風火家人,101011,25,1|4|5,3,3,true,1,,,,,normal
2203,35,風火家人,101011,26,2|4|5,3,3,true,1,,,,,normal
2204,35,風火家人,101011,27,1|2|4|5,4,4,true,1,,,,,normal
2205,35,風火家人,101011,28,3|4|5,3,3,true,1,,,,,normal
2206,35,風火家人,101011,29,1|3|4|5,4,4,true,1,,,,,normal
2207,35,風火家人,101011,30,2|3|4|5,4,4,true,1,,,,,normal
2208,35,風火家人,101011,31,1|2|3|4|5,5,5,true,1,,,,,normal
2209,35,風火家人,101011,32,6,1,1,true,1,,,,,normal
2210,35,風火家人,101011,33,1|6,2,2,true,1,,,,,normal
2211,35,風火家人,101011,34,2|6,2,2,true,1,,,,,normal
2212,35,風火家人,101011,35,1|2|6,3,3,true,1,,,,,normal
2213,35,風火家人,101011,36,3|6,2,2,true,1,,,,,normal
2214,35,風火家人,101011,37,1|3|6,3,3,true,1,,,,,normal
2215,35,風火家人,101011,38,2|3|6,3,3,true,1,,,,,normal
2216,35,風火家人,101011,39,1|2|3|6,4,4,true,1,,,,,normal
2217,35,風火家人,101011,40,4|6,2,2,true,1,,,,,normal
2218,35,風火家人,101011,41,1|4|6,3,3,true,1,,,,,normal
2219,35,風火家人,101011,42,2|4|6,3,3,true,1,,,,,normal
2220,35,風火家人,101011,43,1|2|4|6,4,4,true,1,,,,,normal
2221,35,風火家人,101011,44,3|4|6,3,3,true,1,,,,,normal
2222,35,風火家人,101011,45,1|3|4|6,4,4,true,1,,,,,normal
2223,35,風火家人,101011,46,2|3|4|6,4,4,true,1,,,,,normal
2224,35,風火家人,101011,47,1|2|3|4|6,5,5,true,1,,,,,normal
2225,35,風火家人,101011,48,5|6,2,2,true,1,,,,,normal
2226,35,風火家人,101011,49,1|5|6,3,3,true,1,,,,,normal
2227,35,風火家人,101011,50,2|5|6,3,3,true,1,,,,,normal
2228,35,風火家人,101011,51,1|2|5|6,4,4,true,1,,,,,normal
2229,35,風火家人,101011,52,3|5|6,3,3,true,1,,,,,normal
2230,35,風火家人,101011,53,1|3|5|6,4,4,true,1,,,,,normal
2231,35,風火家人,101011,54,2|3|5|6,4,4,true,1,,,,,normal
2232,35,風火家人,101011,55,1|2|3|5|6,5,5,true,1,,,,,normal
2233,35,風火家人,101011,56,4|5|6,3,3,true,1,,,,,normal
2234,35,風火家人,101011,57,1|4|5|6,4,4,true,1,,,,,normal
2235,35,風火家人,101011,58,2|4|5|6,4,4,true,1,,,,,normal
2236,35,風火家人,101011,59,1|2|4|5|6,5,5,true,1,,,,,normal
2237,35,風火家人,101011,60,3|4|5|6,4,4,true,1,,,,,normal
2238,35,風火家人,101011,61,1|3|4|5|6,5,5,true,1,,,,,normal
2239,35,風火家人,101011,62,2|3|4|5|6,5,5,true,1,,,,,normal
2240,35,風火家人,101011,63,1|2|3|4|5|6,6,6,true,1,,,,,normal
2241,36,風雷益,100011,0,,0,0,true,1,,,,,normal
2242,36,風雷益,100011,1,1,1,1,true,1,,,,,normal
2243,36,風雷益,100011,2,2,1,1,true,1,,,,,normal
2244,36,風雷益,100011,3,1|2,2,2,true,1,,,,,normal
2245,36,風雷益,100011,4,3,1,1,true,1,,,,,normal
2246,36,風雷益,100011,5,1|3,2,2,true,1,,,,,normal
2247,36,風雷益,100011,6,2|3,2,2,true,1,,,,,normal
2248,36,風雷益,100011,7,1|2|3,3,3,true,1,,,,,normal
2249,36,風雷益,100011,8,4,1,1,true,1,,,,,normal
2250,36,風雷益,100011,9,1|4,2,2,true,1,,,,,normal
2251,36,風雷益,100011,10,2|4,2,2,true,1,,,,,normal
2252,36,風雷益,100011,11,1|2|4,3,3,true,1,,,,,normal
2253,36,風雷益,100011,12,3|4,2,2,true,1,,,,,normal
2254,36,風雷益,100011,13,1|3|4,3,3,true,1,,,,,normal
2255,36,風雷益,100011,14,2|3|4,3,3,true,1,,,,,normal
2256,36,風雷益,100011,15,1|2|3|4,4,4,true,1,,,,,normal
2257,36,風雷益,100011,16,5,1,1,true,1,,,,,normal
2258,36,風雷益,100011,17,1|5,2,2,true,1,,,,,normal
2259,36,風雷益,100011,18,2|5,2,2,true,1,,,,,normal
2260,36,風雷益,100011,19,1|2|5,3,3,true,1,,,,,normal
2261,36,風雷益,100011,20,3|5,2,2,true,1,,,,,normal
2262,36,風雷益,100011,21,1|3|5,3,3,true,1,,,,,normal
2263,36,風雷益,100011,22,2|3|5,3,3,true,1,,,,,normal
2264,36,風雷益,100011,23,1|2|3|5,4,4,true,1,,,,,normal
2265,36,風雷益,100011,24,4|5,2,2,true,1,,,,,normal
2266,36,風雷益,100011,25,1|4|5,3,3,true,1,,,,,normal
2267,36,風雷益,100011,26,2|4|5,3,3,true,1,,,,,normal
2268,36,風雷益,100011,27,1|2|4|5,4,4,true,1,,,,,normal
2269,36,風雷益,100011,28,3|4|5,3,3,true,1,,,,,normal
2270,36,風雷益,100011,29,1|3|4|5,4,4,true,1,,,,,normal
2271,36,風雷益,100011,30,2|3|4|5,4,4,true,1,,,,,normal
2272,36,風雷益,100011,31,1|2|3|4|5,5,5,true,1,,,,,normal
2273,36,風雷益,100011,32,6,1,1,true,1,,,,,normal
2274,36,風雷益,100011,33,1|6,2,2,true,1,,,,,normal
2275,36,風雷益,100011,34,2|6,2,2,true,1,,,,,normal
2276,36,風雷益,100011,35,1|2|6,3,3,true,1,,,,,normal
2277,36,風雷益,100011,36,3|6,2,2,true,1,,,,,normal
2278,36,風雷益,100011,37,1|3|6,3,3,true,1,,,,,normal
2279,36,風雷益,100011,38,2|3|6,3,3,true,1,,,,,normal
2280,36,風雷益,100011,39,1|2|3|6,4,4,true,1,,,,,normal
2281,36,風雷益,100011,40,4|6,2,2,true,1,,,,,normal
2282,36,風雷益,100011,41,1|4|6,3,3,true,1,,,,,normal
2283,36,風雷益,100011,42,2|4|6,3,3,true,1,,,,,normal
2284,36,風雷益,100011,43,1|2|4|6,4,4,true,1,,,,,normal
2285,36,風雷益,100011,44,3|4|6,3,3,true,1,,,,,normal
2286,36,風雷益,100011,45,1|3|4|6,4,4,true,1,,,,,normal
2287,36,風雷益,100011,46,2|3|4|6,4,4,true,1,,,,,normal
2288,36,風雷益,100011,47,1|2|3|4|6,5,5,true,1,,,,,normal
2289,36,風雷益,100011,48,5|6,2,2,true,1,,,,,normal
2290,36,風雷益,100011,49,1|5|6,3,3,true,1,,,,,normal
2291,36,風雷益,100011,50,2|5|6,3,3,true,1,,,,,normal
2292,36,風雷益,100011,51,1|2|5|6,4,4,true,1,,,,,normal
2293,36,風雷益,100011,52,3|5|6,3,3,true,1,,,,,normal
2294,36,風雷益,100011,53,1|3|5|6,4,4,true,1,,,,,normal
2295,36,風雷益,100011,54,2|3|5|6,4,4,true,1,,,,,normal
2296,36,風雷益,100011,55,1|2|3|5|6,5,5,true,1,,,,,normal
2297,36,風雷益,100011,56,4|5|6,3,3,true,1,,,,,normal
2298,36,風雷益,100011,57,1|4|5|6,4,4,true,1,,,,,normal
2299,36,風雷益,100011,58,2|4|5|6,4,4,true,1,,,,,normal
2300,36,風雷益,100011,59,1|2|4|5|6,5,5,true,1,,,,,normal
2301,36,風雷益,100011,60,3|4|5|6,4,4,true,1,,,,,normal
2302,36,風雷益,100011,61,1|3|4|5|6,5,5,true,1,,,,,normal
2303,36,風雷益,100011,62,2|3|4|5|6,5,5,true,1,,,,,normal
2304,36,風雷益,100011,63,1|2|3|4|5|6,6,6,true,1,,,,,normal
2305,37,天雷無妄,100111,0,,0,0,true,0,,,,,normal
2306,37,天雷無妄,100111,1,1,1,1,true,0,,,,,normal
2307,37,天雷無妄,100111,2,2,1,1,true,0,,,,,normal
2308,37,天雷無妄,100111,3,1|2,2,2,true,0,,,,,normal
2309,37,天雷無妄,100111,4,3,1,1,true,0,,,,,normal
2310,37,天雷無妄,100111,5,1|3,2,2,true,0,,,,,normal
2311,37,天雷無妄,100111,6,2|3,2,2,true,0,,,,,normal
2312,37,天雷無妄,100111,7,1|2|3,3,3,true,0,,,,,normal
2313,37,天雷無妄,100111,8,4,1,1,true,0,,,,,normal
2314,37,天雷無妄,100111,9,1|4,2,2,true,0,,,,,normal
2315,37,天雷無妄,100111,10,2|4,2,2,true,0,,,,,normal
2316,37,天雷無妄,100111,11,1|2|4,3,3,true,0,,,,,normal
2317,37,天雷無妄,100111,12,3|4,2,2,true,0,,,,,normal
2318,37,天雷無妄,100111,13,1|3|4,3,3,true,0,,,,,normal
2319,37,天雷無妄,100111,14,2|3|4,3,3,true,0,,,,,normal
2320,37,天雷無妄,100111,15,1|2|3|4,4,4,true,0,,,,,normal
2321,37,天雷無妄,100111,16,5,1,1,true,0,,,,,normal
2322,37,天雷無妄,100111,17,1|5,2,2,true,0,,,,,normal
2323,37,天雷無妄,100111,18,2|5,2,2,true,0,,,,,normal
2324,37,天雷無妄,100111,19,1|2|5,3,3,true,0,,,,,normal
2325,37,天雷無妄,100111,20,3|5,2,2,true,0,,,,,normal
2326,37,天雷無妄,100111,21,1|3|5,3,3,true,0,,,,,normal
2327,37,天雷無妄,100111,22,2|3|5,3,3,true,0,,,,,normal
2328,37,天雷無妄,100111,23,1|2|3|5,4,4,true,0,,,,,normal
2329,37,天雷無妄,100111,24,4|5,2,2,true,0,,,,,normal
2330,37,天雷無妄,100111,25,1|4|5,3,3,true,0,,,,,normal
2331,37,天雷無妄,100111,26,2|4|5,3,3,true,0,,,,,normal
2332,37,天雷無妄,100111,27,1|2|4|5,4,4,true,0,,,,,normal
2333,37,天雷無妄,100111,28,3|4|5,3,3,true,0,,,,,normal
2334,37,天雷無妄,100111,29,1|3|4|5,4,4,true,0,,,,,normal
2335,37,天雷無妄,100111,30,2|3|4|5,4,4,true,0,,,,,normal
2336,37,天雷無妄,100111,31,1|2|3|4|5,5,5,true,0,,,,,normal
2337,37,天雷無妄,100111,32,6,1,1,true,0,,,,,normal
2338,37,天雷無妄,100111,33,1|6,2,2,true,0,,,,,normal
2339,37,天雷無妄,100111,34,2|6,2,2,true,0,,,,,normal
2340,37,天雷無妄,100111,35,1|2|6,3,3,true,0,,,,,normal
2341,37,天雷無妄,100111,36,3|6,2,2,true,0,,,,,normal
2342,37,天雷無妄,100111,37,1|3|6,3,3,true,0,,,,,normal
2343,37,天雷無妄,100111,38,2|3|6,3,3,true,0,,,,,normal
