# 本 snapshot 產生於 commit 06167f7（133 tests）
# 此為修復後現況基準，非跨版本永恆正確性證明。
#
# 產生時之已知問題狀態：
#   [已修] 1. 旬空、月破顯示佔位符（L2 未接通）
#   [已修] 2. 逐爻推導全部「未有對應模板」
#   [已修] 3. 多軌頁只顯示三本、標「三家共識」
#   [部分修復] 4. 原文摺疊區主流程已接通；C1-R2／增刪卜易仍有一格原文 fallback 缺口
#   [已修] 5. 卦名不完整（「水雷」缺「屯」）—— L1 運算層
#   [未修] 6. 伏神 dump JSON、內部 TODO 標記洩漏
#   [已修] 7. 用神選擇疑無實際作用（L3）
#
# 後續修復 4、6 後須重新產生 snapshot 並更新本檔頭。
case_index,hexagram_id,hexagram_name,moving_pattern,moving_positions,month_branch,day_ganzhi,xunkong,month_break_branch,seasonal_states,empty_line_count,month_break_line_count,template_missing_lines,template_missing_contexts,c1_hits,c15_hits,failed_checks,placeholder_checks,exception_type,exception_message,result_class
8010,4,天地否,three_lines_1_3_5,1|3|5,丑,癸巳,午|未,未,旺|休|囚|休|相|旺,2,1,,,1:旺相之爻遇沖,1:空爻遇沖,,,,,normal
8011,4,天地否,three_lines_1_3_5,1|3|5,丑,甲午,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8012,4,天地否,three_lines_1_3_5,1|3|5,丑,乙未,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:臨日月之爻遇沖,1:動爻遇沖,,,,,normal
8013,4,天地否,three_lines_1_3_5,1|3|5,丑,丙申,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8014,4,天地否,three_lines_1_3_5,1|3|5,丑,丁酉,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|3:休囚之爻遇日沖,1:動爻遇沖|3:動爻遇沖,,,,,normal
8015,4,天地否,three_lines_1_3_5,1|3|5,丑,戊戌,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8016,4,天地否,three_lines_1_3_5,1|3|5,丑,己亥,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|2:休囚之爻遇日沖,1:動爻遇沖|2:空爻遇沖,,,,,normal
8017,4,天地否,three_lines_1_3_5,1|3|5,丑,庚子,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|4:休囚之爻遇日沖,1:動爻遇沖|4:靜爻遇沖,,,,,normal
8018,4,天地否,three_lines_1_3_5,1|3|5,丑,辛丑,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8019,4,天地否,three_lines_1_3_5,1|3|5,丑,壬寅,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|5:旺相之爻遇沖,1:動爻遇沖|5:動爻遇沖,,,,,normal
8020,4,天地否,three_lines_1_3_5,1|3|5,丑,癸卯,辰|巳,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8021,4,天地否,three_lines_1_3_5,1|3|5,丑,甲辰,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|6:旺相之爻遇沖,1:動爻遇沖|6:靜爻遇沖,,,,,normal
8022,4,天地否,three_lines_1_3_5,1|3|5,丑,乙巳,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8023,4,天地否,three_lines_1_3_5,1|3|5,丑,丙午,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8024,4,天地否,three_lines_1_3_5,1|3|5,丑,丁未,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:臨日月之爻遇沖,1:動爻遇沖,,,,,normal
8025,4,天地否,three_lines_1_3_5,1|3|5,丑,戊申,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8026,4,天地否,three_lines_1_3_5,1|3|5,丑,己酉,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|3:休囚之爻遇日沖,1:動爻遇沖|3:空爻遇沖,,,,,normal
8027,4,天地否,three_lines_1_3_5,1|3|5,丑,庚戌,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8028,4,天地否,three_lines_1_3_5,1|3|5,丑,辛亥,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|2:休囚之爻遇日沖,1:動爻遇沖|2:靜爻遇沖,,,,,normal
8029,4,天地否,three_lines_1_3_5,1|3|5,丑,壬子,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|4:休囚之爻遇日沖,1:動爻遇沖|4:靜爻遇沖,,,,,normal
8030,4,天地否,three_lines_1_3_5,1|3|5,丑,癸丑,寅|卯,未,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8031,4,天地否,three_lines_1_3_5,1|3|5,丑,甲寅,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖|5:旺相之爻遇沖,1:動爻遇沖|5:動爻遇沖,,,,,normal
8032,4,天地否,three_lines_1_3_5,1|3|5,丑,乙卯,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8033,4,天地否,three_lines_1_3_5,1|3|5,丑,丙辰,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖|6:旺相之爻遇沖,1:動爻遇沖|6:靜爻遇沖,,,,,normal
8034,4,天地否,three_lines_1_3_5,1|3|5,丑,丁巳,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8035,4,天地否,three_lines_1_3_5,1|3|5,丑,戊午,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8036,4,天地否,three_lines_1_3_5,1|3|5,丑,己未,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:臨日月之爻遇沖,1:動爻遇沖,,,,,normal
8037,4,天地否,three_lines_1_3_5,1|3|5,丑,庚申,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8038,4,天地否,three_lines_1_3_5,1|3|5,丑,辛酉,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖|3:休囚之爻遇日沖,1:動爻遇沖|3:動爻遇沖,,,,,normal
8039,4,天地否,three_lines_1_3_5,1|3|5,丑,壬戌,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖,1:動爻遇沖,,,,,normal
8040,4,天地否,three_lines_1_3_5,1|3|5,丑,癸亥,子|丑,未,旺|休|囚|休|相|旺,0,1,,,1:旺相之爻遇沖|2:休囚之爻遇日沖,1:動爻遇沖|2:靜爻遇沖,,,,,normal
8041,4,天地否,three_lines_1_3_5,1|3|5,寅,甲子,戌|亥,申,死|相|旺|相|囚|死,1,1,,,4:旺相之爻遇沖,4:靜爻遇沖|5:動爻遇沖,,,,,normal
8042,4,天地否,three_lines_1_3_5,1|3|5,寅,乙丑,戌|亥,申,死|相|旺|相|囚|死,1,1,,,,1:動爻遇沖|5:動爻遇沖,,,,,normal
8043,4,天地否,three_lines_1_3_5,1|3|5,寅,丙寅,戌|亥,申,死|相|旺|相|囚|死,1,1,,,5:休囚之爻遇日沖,5:動爻遇沖,,,,,normal
8044,4,天地否,three_lines_1_3_5,1|3|5,寅,丁卯,戌|亥,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8045,4,天地否,three_lines_1_3_5,1|3|5,寅,戊辰,戌|亥,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖|6:空爻遇沖,,,,,normal
8046,4,天地否,three_lines_1_3_5,1|3|5,寅,己巳,戌|亥,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8047,4,天地否,three_lines_1_3_5,1|3|5,寅,庚午,戌|亥,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8048,4,天地否,three_lines_1_3_5,1|3|5,寅,辛未,戌|亥,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8049,4,天地否,three_lines_1_3_5,1|3|5,寅,壬申,戌|亥,申,死|相|旺|相|囚|死,1,1,,,5:臨日月之爻遇沖,5:動爻遇沖,,,,,normal
8050,4,天地否,three_lines_1_3_5,1|3|5,寅,癸酉,戌|亥,申,死|相|旺|相|囚|死,1,1,,,3:旺相之爻遇沖,3:動爻遇沖|5:動爻遇沖,,,,,normal
8051,4,天地否,three_lines_1_3_5,1|3|5,寅,甲戌,申|酉,申,死|相|旺|相|囚|死,1,1,,,,5:空爻遇沖,,,,,normal
8052,4,天地否,three_lines_1_3_5,1|3|5,寅,乙亥,申|酉,申,死|相|旺|相|囚|死,1,1,,,2:旺相之爻遇沖,2:靜爻遇沖|5:空爻遇沖,,,,,normal
8053,4,天地否,three_lines_1_3_5,1|3|5,寅,丙子,申|酉,申,死|相|旺|相|囚|死,1,1,,,4:旺相之爻遇沖,4:靜爻遇沖|5:空爻遇沖,,,,,normal
8054,4,天地否,three_lines_1_3_5,1|3|5,寅,丁丑,申|酉,申,死|相|旺|相|囚|死,1,1,,,,1:動爻遇沖|5:空爻遇沖,,,,,normal
8055,4,天地否,three_lines_1_3_5,1|3|5,寅,戊寅,申|酉,申,死|相|旺|相|囚|死,1,1,,,5:休囚之爻遇日沖,5:空爻遇沖,,,,,normal
8056,4,天地否,three_lines_1_3_5,1|3|5,寅,己卯,申|酉,申,死|相|旺|相|囚|死,1,1,,,,5:空爻遇沖,,,,,normal
8057,4,天地否,three_lines_1_3_5,1|3|5,寅,庚辰,申|酉,申,死|相|旺|相|囚|死,1,1,,,,5:空爻遇沖|6:靜爻遇沖,,,,,normal
8058,4,天地否,three_lines_1_3_5,1|3|5,寅,辛巳,申|酉,申,死|相|旺|相|囚|死,1,1,,,,5:空爻遇沖,,,,,normal
8059,4,天地否,three_lines_1_3_5,1|3|5,寅,壬午,申|酉,申,死|相|旺|相|囚|死,1,1,,,,5:空爻遇沖,,,,,normal
8060,4,天地否,three_lines_1_3_5,1|3|5,寅,癸未,申|酉,申,死|相|旺|相|囚|死,1,1,,,,5:空爻遇沖,,,,,normal
8061,4,天地否,three_lines_1_3_5,1|3|5,寅,甲申,午|未,申,死|相|旺|相|囚|死,2,1,,,5:臨日月之爻遇沖,5:動爻遇沖,,,,,normal
8062,4,天地否,three_lines_1_3_5,1|3|5,寅,乙酉,午|未,申,死|相|旺|相|囚|死,2,1,,,3:旺相之爻遇沖,3:動爻遇沖|5:動爻遇沖,,,,,normal
8063,4,天地否,three_lines_1_3_5,1|3|5,寅,丙戌,午|未,申,死|相|旺|相|囚|死,2,1,,,,5:動爻遇沖,,,,,normal
8064,4,天地否,three_lines_1_3_5,1|3|5,寅,丁亥,午|未,申,死|相|旺|相|囚|死,2,1,,,2:旺相之爻遇沖,2:靜爻遇沖|5:動爻遇沖,,,,,normal
8065,4,天地否,three_lines_1_3_5,1|3|5,寅,戊子,午|未,申,死|相|旺|相|囚|死,2,1,,,4:旺相之爻遇沖,4:空爻遇沖|5:動爻遇沖,,,,,normal
8066,4,天地否,three_lines_1_3_5,1|3|5,寅,己丑,午|未,申,死|相|旺|相|囚|死,2,1,,,,1:空爻遇沖|5:動爻遇沖,,,,,normal
8067,4,天地否,three_lines_1_3_5,1|3|5,寅,庚寅,午|未,申,死|相|旺|相|囚|死,2,1,,,5:休囚之爻遇日沖,5:動爻遇沖,,,,,normal
8068,4,天地否,three_lines_1_3_5,1|3|5,寅,辛卯,午|未,申,死|相|旺|相|囚|死,2,1,,,,5:動爻遇沖,,,,,normal
8069,4,天地否,three_lines_1_3_5,1|3|5,寅,壬辰,午|未,申,死|相|旺|相|囚|死,2,1,,,,5:動爻遇沖|6:靜爻遇沖,,,,,normal
8070,4,天地否,three_lines_1_3_5,1|3|5,寅,癸巳,午|未,申,死|相|旺|相|囚|死,2,1,,,,5:動爻遇沖,,,,,normal
8071,4,天地否,three_lines_1_3_5,1|3|5,寅,甲午,辰|巳,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8072,4,天地否,three_lines_1_3_5,1|3|5,寅,乙未,辰|巳,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8073,4,天地否,three_lines_1_3_5,1|3|5,寅,丙申,辰|巳,申,死|相|旺|相|囚|死,1,1,,,5:臨日月之爻遇沖,5:動爻遇沖,,,,,normal
8074,4,天地否,three_lines_1_3_5,1|3|5,寅,丁酉,辰|巳,申,死|相|旺|相|囚|死,1,1,,,3:旺相之爻遇沖,3:動爻遇沖|5:動爻遇沖,,,,,normal
8075,4,天地否,three_lines_1_3_5,1|3|5,寅,戊戌,辰|巳,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8076,4,天地否,three_lines_1_3_5,1|3|5,寅,己亥,辰|巳,申,死|相|旺|相|囚|死,1,1,,,2:旺相之爻遇沖,2:空爻遇沖|5:動爻遇沖,,,,,normal
8077,4,天地否,three_lines_1_3_5,1|3|5,寅,庚子,辰|巳,申,死|相|旺|相|囚|死,1,1,,,4:旺相之爻遇沖,4:靜爻遇沖|5:動爻遇沖,,,,,normal
8078,4,天地否,three_lines_1_3_5,1|3|5,寅,辛丑,辰|巳,申,死|相|旺|相|囚|死,1,1,,,,1:動爻遇沖|5:動爻遇沖,,,,,normal
8079,4,天地否,three_lines_1_3_5,1|3|5,寅,壬寅,辰|巳,申,死|相|旺|相|囚|死,1,1,,,5:休囚之爻遇日沖,5:動爻遇沖,,,,,normal
8080,4,天地否,three_lines_1_3_5,1|3|5,寅,癸卯,辰|巳,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8081,4,天地否,three_lines_1_3_5,1|3|5,寅,甲辰,寅|卯,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖|6:靜爻遇沖,,,,,normal
8082,4,天地否,three_lines_1_3_5,1|3|5,寅,乙巳,寅|卯,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8083,4,天地否,three_lines_1_3_5,1|3|5,寅,丙午,寅|卯,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8084,4,天地否,three_lines_1_3_5,1|3|5,寅,丁未,寅|卯,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8085,4,天地否,three_lines_1_3_5,1|3|5,寅,戊申,寅|卯,申,死|相|旺|相|囚|死,1,1,,,5:臨日月之爻遇沖,5:動爻遇沖,,,,,normal
8086,4,天地否,three_lines_1_3_5,1|3|5,寅,己酉,寅|卯,申,死|相|旺|相|囚|死,1,1,,,3:旺相之爻遇沖,3:空爻遇沖|5:動爻遇沖,,,,,normal
8087,4,天地否,three_lines_1_3_5,1|3|5,寅,庚戌,寅|卯,申,死|相|旺|相|囚|死,1,1,,,,5:動爻遇沖,,,,,normal
8088,4,天地否,three_lines_1_3_5,1|3|5,寅,辛亥,寅|卯,申,死|相|旺|相|囚|死,1,1,,,2:旺相之爻遇沖,2:靜爻遇沖|5:動爻遇沖,,,,,normal
8089,4,天地否,three_lines_1_3_5,1|3|5,寅,壬子,寅|卯,申,死|相|旺|相|囚|死,1,1,,,4:旺相之爻遇沖,4:靜爻遇沖|5:動爻遇沖,,,,,normal
8090,4,天地否,three_lines_1_3_5,1|3|5,寅,癸丑,寅|卯,申,死|相|旺|相|囚|死,1,1,,,,1:動爻遇沖|5:動爻遇沖,,,,,normal
8091,4,天地否,three_lines_1_3_5,1|3|5,寅,甲寅,子|丑,申,死|相|旺|相|囚|死,0,1,,,5:休囚之爻遇日沖,5:動爻遇沖,,,,,normal
8092,4,天地否,three_lines_1_3_5,1|3|5,寅,乙卯,子|丑,申,死|相|旺|相|囚|死,0,1,,,,5:動爻遇沖,,,,,normal
8093,4,天地否,three_lines_1_3_5,1|3|5,寅,丙辰,子|丑,申,死|相|旺|相|囚|死,0,1,,,,5:動爻遇沖|6:靜爻遇沖,,,,,normal
8094,4,天地否,three_lines_1_3_5,1|3|5,寅,丁巳,子|丑,申,死|相|旺|相|囚|死,0,1,,,,5:動爻遇沖,,,,,normal
8095,4,天地否,three_lines_1_3_5,1|3|5,寅,戊午,子|丑,申,死|相|旺|相|囚|死,0,1,,,,5:動爻遇沖,,,,,normal
8096,4,天地否,three_lines_1_3_5,1|3|5,寅,己未,子|丑,申,死|相|旺|相|囚|死,0,1,,,,5:動爻遇沖,,,,,normal
8097,4,天地否,three_lines_1_3_5,1|3|5,寅,庚申,子|丑,申,死|相|旺|相|囚|死,0,1,,,5:臨日月之爻遇沖,5:動爻遇沖,,,,,normal
8098,4,天地否,three_lines_1_3_5,1|3|5,寅,辛酉,子|丑,申,死|相|旺|相|囚|死,0,1,,,3:旺相之爻遇沖,3:動爻遇沖|5:動爻遇沖,,,,,normal
8099,4,天地否,three_lines_1_3_5,1|3|5,寅,壬戌,子|丑,申,死|相|旺|相|囚|死,0,1,,,,5:動爻遇沖,,,,,normal
8100,4,天地否,three_lines_1_3_5,1|3|5,寅,癸亥,子|丑,申,死|相|旺|相|囚|死,0,1,,,2:旺相之爻遇沖,2:靜爻遇沖|5:動爻遇沖,,,,,normal
8101,4,天地否,three_lines_1_3_5,1|3|5,卯,甲子,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,4:旺相之爻遇沖,4:靜爻遇沖,,,,,normal
8102,4,天地否,three_lines_1_3_5,1|3|5,卯,乙丑,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,,1:動爻遇沖,,,,,normal
8103,4,天地否,three_lines_1_3_5,1|3|5,卯,丙寅,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,5:休囚之爻遇日沖,5:動爻遇沖,,,,,normal
8104,4,天地否,three_lines_1_3_5,1|3|5,卯,丁卯,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8105,4,天地否,three_lines_1_3_5,1|3|5,卯,戊辰,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,,6:空爻遇沖,,,,,normal
8106,4,天地否,three_lines_1_3_5,1|3|5,卯,己巳,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8107,4,天地否,three_lines_1_3_5,1|3|5,卯,庚午,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8108,4,天地否,three_lines_1_3_5,1|3|5,卯,辛未,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8109,4,天地否,three_lines_1_3_5,1|3|5,卯,壬申,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8110,4,天地否,three_lines_1_3_5,1|3|5,卯,癸酉,戌|亥,酉,死|相|旺|相|囚|死,1,0,,,3:臨日月之爻遇沖,3:動爻遇沖,,,,,normal
8111,4,天地否,three_lines_1_3_5,1|3|5,卯,甲戌,申|酉,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8112,4,天地否,three_lines_1_3_5,1|3|5,卯,乙亥,申|酉,酉,死|相|旺|相|囚|死,1,0,,,2:旺相之爻遇沖,2:靜爻遇沖,,,,,normal
8113,4,天地否,three_lines_1_3_5,1|3|5,卯,丙子,申|酉,酉,死|相|旺|相|囚|死,1,0,,,4:旺相之爻遇沖,4:靜爻遇沖,,,,,normal
8114,4,天地否,three_lines_1_3_5,1|3|5,卯,丁丑,申|酉,酉,死|相|旺|相|囚|死,1,0,,,,1:動爻遇沖,,,,,normal
8115,4,天地否,three_lines_1_3_5,1|3|5,卯,戊寅,申|酉,酉,死|相|旺|相|囚|死,1,0,,,5:休囚之爻遇日沖,5:空爻遇沖,,,,,normal
8116,4,天地否,three_lines_1_3_5,1|3|5,卯,己卯,申|酉,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8117,4,天地否,three_lines_1_3_5,1|3|5,卯,庚辰,申|酉,酉,死|相|旺|相|囚|死,1,0,,,,6:靜爻遇沖,,,,,normal
8118,4,天地否,three_lines_1_3_5,1|3|5,卯,辛巳,申|酉,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8119,4,天地否,three_lines_1_3_5,1|3|5,卯,壬午,申|酉,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8120,4,天地否,three_lines_1_3_5,1|3|5,卯,癸未,申|酉,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8121,4,天地否,three_lines_1_3_5,1|3|5,卯,甲申,午|未,酉,死|相|旺|相|囚|死,2,0,,,,,,,,,normal
8122,4,天地否,three_lines_1_3_5,1|3|5,卯,乙酉,午|未,酉,死|相|旺|相|囚|死,2,0,,,3:臨日月之爻遇沖,3:動爻遇沖,,,,,normal
8123,4,天地否,three_lines_1_3_5,1|3|5,卯,丙戌,午|未,酉,死|相|旺|相|囚|死,2,0,,,,,,,,,normal
8124,4,天地否,three_lines_1_3_5,1|3|5,卯,丁亥,午|未,酉,死|相|旺|相|囚|死,2,0,,,2:旺相之爻遇沖,2:靜爻遇沖,,,,,normal
8125,4,天地否,three_lines_1_3_5,1|3|5,卯,戊子,午|未,酉,死|相|旺|相|囚|死,2,0,,,4:旺相之爻遇沖,4:空爻遇沖,,,,,normal
8126,4,天地否,three_lines_1_3_5,1|3|5,卯,己丑,午|未,酉,死|相|旺|相|囚|死,2,0,,,,1:空爻遇沖,,,,,normal
8127,4,天地否,three_lines_1_3_5,1|3|5,卯,庚寅,午|未,酉,死|相|旺|相|囚|死,2,0,,,5:休囚之爻遇日沖,5:動爻遇沖,,,,,normal
8128,4,天地否,three_lines_1_3_5,1|3|5,卯,辛卯,午|未,酉,死|相|旺|相|囚|死,2,0,,,,,,,,,normal
8129,4,天地否,three_lines_1_3_5,1|3|5,卯,壬辰,午|未,酉,死|相|旺|相|囚|死,2,0,,,,6:靜爻遇沖,,,,,normal
8130,4,天地否,three_lines_1_3_5,1|3|5,卯,癸巳,午|未,酉,死|相|旺|相|囚|死,2,0,,,,,,,,,normal
8131,4,天地否,three_lines_1_3_5,1|3|5,卯,甲午,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8132,4,天地否,three_lines_1_3_5,1|3|5,卯,乙未,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8133,4,天地否,three_lines_1_3_5,1|3|5,卯,丙申,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8134,4,天地否,three_lines_1_3_5,1|3|5,卯,丁酉,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,3:臨日月之爻遇沖,3:動爻遇沖,,,,,normal
8135,4,天地否,three_lines_1_3_5,1|3|5,卯,戊戌,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8136,4,天地否,three_lines_1_3_5,1|3|5,卯,己亥,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,2:旺相之爻遇沖,2:空爻遇沖,,,,,normal
8137,4,天地否,three_lines_1_3_5,1|3|5,卯,庚子,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,4:旺相之爻遇沖,4:靜爻遇沖,,,,,normal
8138,4,天地否,three_lines_1_3_5,1|3|5,卯,辛丑,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,,1:動爻遇沖,,,,,normal
8139,4,天地否,three_lines_1_3_5,1|3|5,卯,壬寅,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,5:休囚之爻遇日沖,5:動爻遇沖,,,,,normal
8140,4,天地否,three_lines_1_3_5,1|3|5,卯,癸卯,辰|巳,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8141,4,天地否,three_lines_1_3_5,1|3|5,卯,甲辰,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,,6:靜爻遇沖,,,,,normal
8142,4,天地否,three_lines_1_3_5,1|3|5,卯,乙巳,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8143,4,天地否,three_lines_1_3_5,1|3|5,卯,丙午,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8144,4,天地否,three_lines_1_3_5,1|3|5,卯,丁未,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8145,4,天地否,three_lines_1_3_5,1|3|5,卯,戊申,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8146,4,天地否,three_lines_1_3_5,1|3|5,卯,己酉,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,3:臨日月之爻遇沖,3:空爻遇沖,,,,,normal
8147,4,天地否,three_lines_1_3_5,1|3|5,卯,庚戌,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,,,,,,,normal
8148,4,天地否,three_lines_1_3_5,1|3|5,卯,辛亥,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,2:旺相之爻遇沖,2:靜爻遇沖,,,,,normal
8149,4,天地否,three_lines_1_3_5,1|3|5,卯,壬子,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,4:旺相之爻遇沖,4:靜爻遇沖,,,,,normal
8150,4,天地否,three_lines_1_3_5,1|3|5,卯,癸丑,寅|卯,酉,死|相|旺|相|囚|死,1,0,,,,1:動爻遇沖,,,,,normal
8151,4,天地否,three_lines_1_3_5,1|3|5,卯,甲寅,子|丑,酉,死|相|旺|相|囚|死,0,0,,,5:休囚之爻遇日沖,5:動爻遇沖,,,,,normal
8152,4,天地否,three_lines_1_3_5,1|3|5,卯,乙卯,子|丑,酉,死|相|旺|相|囚|死,0,0,,,,,,,,,normal
8153,4,天地否,three_lines_1_3_5,1|3|5,卯,丙辰,子|丑,酉,死|相|旺|相|囚|死,0,0,,,,6:靜爻遇沖,,,,,normal
8154,4,天地否,three_lines_1_3_5,1|3|5,卯,丁巳,子|丑,酉,死|相|旺|相|囚|死,0,0,,,,,,,,,normal
8155,4,天地否,three_lines_1_3_5,1|3|5,卯,戊午,子|丑,酉,死|相|旺|相|囚|死,0,0,,,,,,,,,normal
8156,4,天地否,three_lines_1_3_5,1|3|5,卯,己未,子|丑,酉,死|相|旺|相|囚|死,0,0,,,,,,,,,normal
8157,4,天地否,three_lines_1_3_5,1|3|5,卯,庚申,子|丑,酉,死|相|旺|相|囚|死,0,0,,,,,,,,,normal
8158,4,天地否,three_lines_1_3_5,1|3|5,卯,辛酉,子|丑,酉,死|相|旺|相|囚|死,0,0,,,3:臨日月之爻遇沖,3:動爻遇沖,,,,,normal
8159,4,天地否,three_lines_1_3_5,1|3|5,卯,壬戌,子|丑,酉,死|相|旺|相|囚|死,0,0,,,,,,,,,normal
8160,4,天地否,three_lines_1_3_5,1|3|5,卯,癸亥,子|丑,酉,死|相|旺|相|囚|死,0,0,,,2:旺相之爻遇沖,2:靜爻遇沖,,,,,normal
8161,4,天地否,three_lines_1_3_5,1|3|5,辰,甲子,戌|亥,戌,旺|休|囚|休|相|旺,1,1,,,4:休囚之爻遇日沖|6:旺相之爻遇沖,4:靜爻遇沖|6:空爻遇沖,,,,,normal
8162,4,天地否,three_lines_1_3_5,1|3|5,辰,乙丑,戌|亥,戌,旺|休|囚|休|相|旺,1,1,,,1:旺相之爻遇沖|6:旺相之爻遇沖,1:動爻遇沖|6:空爻遇沖,,,,,normal
