# 本 snapshot 產生於 commit 06167f7（133 tests）
# 此為修復後現況基準，非跨版本永恆正確性證明。
#
# 產生時之已知問題狀態：
#   [已修] 1. 旬空、月破顯示佔位符（L2 未接通）
#   [已修] 2. 逐爻推導全部「未有對應模板」
#   [已修] 3. 多軌頁只顯示三本、標「三家共識」
#   [部分修復] 4. 原文摺疊區主流程已接通；C1-R2／增刪卜易仍有一格原文 fallback 缺口
#   [已修] 5. 卦名不完整（「水雷」缺「屯」）—— L1 運算層
#   [未修] 6. 伏神 dump JSON、內部 TODO 標記洩漏
#   [已修] 7. 用神選擇疑無實際作用（L3）
#
# 後續修復 4、6 後須重新產生 snapshot 並更新本檔頭。
case_index,hexagram_id,hexagram_name,moving_pattern,moving_positions,month_branch,day_ganzhi,xunkong,month_break_branch,seasonal_states,empty_line_count,month_break_line_count,template_missing_lines,template_missing_contexts,c1_hits,c15_hits,failed_checks,placeholder_checks,exception_type,exception_message,result_class
48038,23,風澤中孚,static,,申,辛丑,辰|巳,寅,囚|死|休|休|囚|死,2,0,,,4:休囚之爻遇日沖,4:靜爻遇沖,,,,,normal
48039,23,風澤中孚,static,,申,壬寅,辰|巳,寅,囚|死|休|休|囚|死,2,0,,,,,,,,,normal
48040,23,風澤中孚,static,,申,癸卯,辰|巳,寅,囚|死|休|休|囚|死,2,0,,,,,,,,,normal
48041,23,風澤中孚,static,,申,甲辰,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,,,,,,,normal
48042,23,風澤中孚,static,,申,乙巳,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,,,,,,,normal
48043,23,風澤中孚,static,,申,丙午,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,,,,,,,normal
48044,23,風澤中孚,static,,申,丁未,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,3:休囚之爻遇日沖,3:靜爻遇沖,,,,,normal
48045,23,風澤中孚,static,,申,戊申,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,,,,,,,normal
48046,23,風澤中孚,static,,申,己酉,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,,2:空爻遇沖|6:空爻遇沖,,,,,normal
48047,23,風澤中孚,static,,申,庚戌,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,,,,,,,normal
48048,23,風澤中孚,static,,申,辛亥,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48049,23,風澤中孚,static,,申,壬子,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,,,,,,,normal
48050,23,風澤中孚,static,,申,癸丑,寅|卯,寅,囚|死|休|休|囚|死,2,0,,,4:休囚之爻遇日沖,4:靜爻遇沖,,,,,normal
48051,23,風澤中孚,static,,申,甲寅,子|丑,寅,囚|死|休|休|囚|死,1,0,,,,,,,,,normal
48052,23,風澤中孚,static,,申,乙卯,子|丑,寅,囚|死|休|休|囚|死,1,0,,,,,,,,,normal
48053,23,風澤中孚,static,,申,丙辰,子|丑,寅,囚|死|休|休|囚|死,1,0,,,,,,,,,normal
48054,23,風澤中孚,static,,申,丁巳,子|丑,寅,囚|死|休|休|囚|死,1,0,,,,,,,,,normal
48055,23,風澤中孚,static,,申,戊午,子|丑,寅,囚|死|休|休|囚|死,1,0,,,,,,,,,normal
48056,23,風澤中孚,static,,申,己未,子|丑,寅,囚|死|休|休|囚|死,1,0,,,3:休囚之爻遇日沖,3:空爻遇沖,,,,,normal
48057,23,風澤中孚,static,,申,庚申,子|丑,寅,囚|死|休|休|囚|死,1,0,,,,,,,,,normal
48058,23,風澤中孚,static,,申,辛酉,子|丑,寅,囚|死|休|休|囚|死,1,0,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48059,23,風澤中孚,static,,申,壬戌,子|丑,寅,囚|死|休|休|囚|死,1,0,,,,,,,,,normal
48060,23,風澤中孚,static,,申,癸亥,子|丑,寅,囚|死|休|休|囚|死,1,0,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48061,23,風澤中孚,static,,酉,甲子,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48062,23,風澤中孚,static,,酉,乙丑,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,4:休囚之爻遇日沖,2:靜爻遇沖|4:靜爻遇沖|6:靜爻遇沖,,,,,normal
48063,23,風澤中孚,static,,酉,丙寅,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48064,23,風澤中孚,static,,酉,丁卯,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48065,23,風澤中孚,static,,酉,戊辰,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48066,23,風澤中孚,static,,酉,己巳,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48067,23,風澤中孚,static,,酉,庚午,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48068,23,風澤中孚,static,,酉,辛未,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,3:休囚之爻遇日沖,2:靜爻遇沖|3:靜爻遇沖|6:靜爻遇沖,,,,,normal
48069,23,風澤中孚,static,,酉,壬申,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48070,23,風澤中孚,static,,酉,癸酉,戌|亥,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48071,23,風澤中孚,static,,酉,甲戌,申|酉,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48072,23,風澤中孚,static,,酉,乙亥,申|酉,卯,囚|死|休|休|囚|死,0,2,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|2:靜爻遇沖|5:靜爻遇沖|6:靜爻遇沖,,,,,normal
48073,23,風澤中孚,static,,酉,丙子,申|酉,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48074,23,風澤中孚,static,,酉,丁丑,申|酉,卯,囚|死|休|休|囚|死,0,2,,,4:休囚之爻遇日沖,2:靜爻遇沖|4:靜爻遇沖|6:靜爻遇沖,,,,,normal
48075,23,風澤中孚,static,,酉,戊寅,申|酉,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48076,23,風澤中孚,static,,酉,己卯,申|酉,卯,囚|死|休|休|囚|死,0,2,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48077,23,風澤中孚,static,,酉,庚辰,申|酉,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48078,23,風澤中孚,static,,酉,辛巳,申|酉,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48079,23,風澤中孚,static,,酉,壬午,申|酉,卯,囚|死|休|休|囚|死,0,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48080,23,風澤中孚,static,,酉,癸未,申|酉,卯,囚|死|休|休|囚|死,0,2,,,3:休囚之爻遇日沖,2:靜爻遇沖|3:靜爻遇沖|6:靜爻遇沖,,,,,normal
48081,23,風澤中孚,static,,酉,甲申,午|未,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48082,23,風澤中孚,static,,酉,乙酉,午|未,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48083,23,風澤中孚,static,,酉,丙戌,午|未,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48084,23,風澤中孚,static,,酉,丁亥,午|未,卯,囚|死|休|休|囚|死,1,2,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|2:靜爻遇沖|5:靜爻遇沖|6:靜爻遇沖,,,,,normal
48085,23,風澤中孚,static,,酉,戊子,午|未,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48086,23,風澤中孚,static,,酉,己丑,午|未,卯,囚|死|休|休|囚|死,1,2,,,4:休囚之爻遇日沖,2:靜爻遇沖|4:空爻遇沖|6:靜爻遇沖,,,,,normal
48087,23,風澤中孚,static,,酉,庚寅,午|未,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48088,23,風澤中孚,static,,酉,辛卯,午|未,卯,囚|死|休|休|囚|死,1,2,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48089,23,風澤中孚,static,,酉,壬辰,午|未,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48090,23,風澤中孚,static,,酉,癸巳,午|未,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48091,23,風澤中孚,static,,酉,甲午,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48092,23,風澤中孚,static,,酉,乙未,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,3:休囚之爻遇日沖,2:靜爻遇沖|3:靜爻遇沖|6:靜爻遇沖,,,,,normal
48093,23,風澤中孚,static,,酉,丙申,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48094,23,風澤中孚,static,,酉,丁酉,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48095,23,風澤中孚,static,,酉,戊戌,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48096,23,風澤中孚,static,,酉,己亥,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:空爻遇沖|2:靜爻遇沖|5:空爻遇沖|6:靜爻遇沖,,,,,normal
48097,23,風澤中孚,static,,酉,庚子,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48098,23,風澤中孚,static,,酉,辛丑,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,4:休囚之爻遇日沖,2:靜爻遇沖|4:靜爻遇沖|6:靜爻遇沖,,,,,normal
48099,23,風澤中孚,static,,酉,壬寅,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48100,23,風澤中孚,static,,酉,癸卯,辰|巳,卯,囚|死|休|休|囚|死,2,2,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48101,23,風澤中孚,static,,酉,甲辰,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,,2:空爻遇沖|6:空爻遇沖,,,,,normal
48102,23,風澤中孚,static,,酉,乙巳,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,,2:空爻遇沖|6:空爻遇沖,,,,,normal
48103,23,風澤中孚,static,,酉,丙午,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,,2:空爻遇沖|6:空爻遇沖,,,,,normal
48104,23,風澤中孚,static,,酉,丁未,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,3:休囚之爻遇日沖,2:空爻遇沖|3:靜爻遇沖|6:空爻遇沖,,,,,normal
48105,23,風澤中孚,static,,酉,戊申,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,,2:空爻遇沖|6:空爻遇沖,,,,,normal
48106,23,風澤中孚,static,,酉,己酉,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,,2:空爻遇沖|6:空爻遇沖,,,,,normal
48107,23,風澤中孚,static,,酉,庚戌,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,,2:空爻遇沖|6:空爻遇沖,,,,,normal
48108,23,風澤中孚,static,,酉,辛亥,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|2:空爻遇沖|5:靜爻遇沖|6:空爻遇沖,,,,,normal
48109,23,風澤中孚,static,,酉,壬子,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,,2:空爻遇沖|6:空爻遇沖,,,,,normal
48110,23,風澤中孚,static,,酉,癸丑,寅|卯,卯,囚|死|休|休|囚|死,2,2,,,4:休囚之爻遇日沖,2:空爻遇沖|4:靜爻遇沖|6:空爻遇沖,,,,,normal
48111,23,風澤中孚,static,,酉,甲寅,子|丑,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48112,23,風澤中孚,static,,酉,乙卯,子|丑,卯,囚|死|休|休|囚|死,1,2,,,2:臨日月之爻遇沖|6:臨日月之爻遇沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48113,23,風澤中孚,static,,酉,丙辰,子|丑,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48114,23,風澤中孚,static,,酉,丁巳,子|丑,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48115,23,風澤中孚,static,,酉,戊午,子|丑,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48116,23,風澤中孚,static,,酉,己未,子|丑,卯,囚|死|休|休|囚|死,1,2,,,3:休囚之爻遇日沖,2:靜爻遇沖|3:空爻遇沖|6:靜爻遇沖,,,,,normal
48117,23,風澤中孚,static,,酉,庚申,子|丑,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48118,23,風澤中孚,static,,酉,辛酉,子|丑,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48119,23,風澤中孚,static,,酉,壬戌,子|丑,卯,囚|死|休|休|囚|死,1,2,,,,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48120,23,風澤中孚,static,,酉,癸亥,子|丑,卯,囚|死|休|休|囚|死,1,2,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|2:靜爻遇沖|5:靜爻遇沖|6:靜爻遇沖,,,,,normal
48121,23,風澤中孚,static,,戌,甲子,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48122,23,風澤中孚,static,,戌,乙丑,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,4:旺相之爻遇沖,4:靜爻遇沖,,,,,normal
48123,23,風澤中孚,static,,戌,丙寅,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48124,23,風澤中孚,static,,戌,丁卯,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48125,23,風澤中孚,static,,戌,戊辰,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48126,23,風澤中孚,static,,戌,己巳,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48127,23,風澤中孚,static,,戌,庚午,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48128,23,風澤中孚,static,,戌,辛未,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,3:旺相之爻遇沖,3:靜爻遇沖,,,,,normal
48129,23,風澤中孚,static,,戌,壬申,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48130,23,風澤中孚,static,,戌,癸酉,戌|亥,辰,休|囚|旺|旺|休|囚,0,0,,,2:休囚之爻遇日沖|6:休囚之爻遇日沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48131,23,風澤中孚,static,,戌,甲戌,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48132,23,風澤中孚,static,,戌,乙亥,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48133,23,風澤中孚,static,,戌,丙子,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48134,23,風澤中孚,static,,戌,丁丑,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,4:旺相之爻遇沖,4:靜爻遇沖,,,,,normal
48135,23,風澤中孚,static,,戌,戊寅,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48136,23,風澤中孚,static,,戌,己卯,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48137,23,風澤中孚,static,,戌,庚辰,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48138,23,風澤中孚,static,,戌,辛巳,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48139,23,風澤中孚,static,,戌,壬午,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,,,,,,,normal
48140,23,風澤中孚,static,,戌,癸未,申|酉,辰,休|囚|旺|旺|休|囚,0,0,,,3:旺相之爻遇沖,3:靜爻遇沖,,,,,normal
48141,23,風澤中孚,static,,戌,甲申,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48142,23,風澤中孚,static,,戌,乙酉,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,2:休囚之爻遇日沖|6:休囚之爻遇日沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48143,23,風澤中孚,static,,戌,丙戌,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48144,23,風澤中孚,static,,戌,丁亥,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48145,23,風澤中孚,static,,戌,戊子,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48146,23,風澤中孚,static,,戌,己丑,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,4:旺相之爻遇沖,4:空爻遇沖,,,,,normal
48147,23,風澤中孚,static,,戌,庚寅,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48148,23,風澤中孚,static,,戌,辛卯,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48149,23,風澤中孚,static,,戌,壬辰,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48150,23,風澤中孚,static,,戌,癸巳,午|未,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48151,23,風澤中孚,static,,戌,甲午,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48152,23,風澤中孚,static,,戌,乙未,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,3:旺相之爻遇沖,3:靜爻遇沖,,,,,normal
48153,23,風澤中孚,static,,戌,丙申,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48154,23,風澤中孚,static,,戌,丁酉,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,2:休囚之爻遇日沖|6:休囚之爻遇日沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48155,23,風澤中孚,static,,戌,戊戌,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48156,23,風澤中孚,static,,戌,己亥,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:空爻遇沖|5:空爻遇沖,,,,,normal
48157,23,風澤中孚,static,,戌,庚子,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48158,23,風澤中孚,static,,戌,辛丑,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,4:旺相之爻遇沖,4:靜爻遇沖,,,,,normal
48159,23,風澤中孚,static,,戌,壬寅,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48160,23,風澤中孚,static,,戌,癸卯,辰|巳,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48161,23,風澤中孚,static,,戌,甲辰,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48162,23,風澤中孚,static,,戌,乙巳,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48163,23,風澤中孚,static,,戌,丙午,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48164,23,風澤中孚,static,,戌,丁未,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,3:旺相之爻遇沖,3:靜爻遇沖,,,,,normal
48165,23,風澤中孚,static,,戌,戊申,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48166,23,風澤中孚,static,,戌,己酉,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,2:休囚之爻遇日沖|6:休囚之爻遇日沖,2:空爻遇沖|6:空爻遇沖,,,,,normal
48167,23,風澤中孚,static,,戌,庚戌,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48168,23,風澤中孚,static,,戌,辛亥,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48169,23,風澤中孚,static,,戌,壬子,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,,,,,,,normal
48170,23,風澤中孚,static,,戌,癸丑,寅|卯,辰,休|囚|旺|旺|休|囚,2,0,,,4:旺相之爻遇沖,4:靜爻遇沖,,,,,normal
48171,23,風澤中孚,static,,戌,甲寅,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48172,23,風澤中孚,static,,戌,乙卯,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48173,23,風澤中孚,static,,戌,丙辰,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48174,23,風澤中孚,static,,戌,丁巳,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48175,23,風澤中孚,static,,戌,戊午,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48176,23,風澤中孚,static,,戌,己未,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,3:旺相之爻遇沖,3:空爻遇沖,,,,,normal
48177,23,風澤中孚,static,,戌,庚申,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48178,23,風澤中孚,static,,戌,辛酉,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,2:休囚之爻遇日沖|6:休囚之爻遇日沖,2:靜爻遇沖|6:靜爻遇沖,,,,,normal
48179,23,風澤中孚,static,,戌,壬戌,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,,,,,,,normal
48180,23,風澤中孚,static,,戌,癸亥,子|丑,辰,休|囚|旺|旺|休|囚,1,0,,,1:休囚之爻遇日沖|5:休囚之爻遇日沖,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48181,23,風澤中孚,static,,亥,甲子,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48182,23,風澤中孚,static,,亥,乙丑,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,4:休囚之爻遇日沖,1:靜爻遇沖|4:靜爻遇沖|5:靜爻遇沖,,,,,normal
48183,23,風澤中孚,static,,亥,丙寅,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48184,23,風澤中孚,static,,亥,丁卯,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48185,23,風澤中孚,static,,亥,戊辰,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48186,23,風澤中孚,static,,亥,己巳,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,1:臨日月之爻遇沖|5:臨日月之爻遇沖,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48187,23,風澤中孚,static,,亥,庚午,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48188,23,風澤中孚,static,,亥,辛未,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,3:休囚之爻遇日沖,1:靜爻遇沖|3:靜爻遇沖|5:靜爻遇沖,,,,,normal
48189,23,風澤中孚,static,,亥,壬申,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48190,23,風澤中孚,static,,亥,癸酉,戌|亥,巳,死|相|囚|囚|死|相,0,2,,,2:旺相之爻遇沖|6:旺相之爻遇沖,1:靜爻遇沖|2:靜爻遇沖|5:靜爻遇沖|6:靜爻遇沖,,,,,normal
48191,23,風澤中孚,static,,亥,甲戌,申|酉,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48192,23,風澤中孚,static,,亥,乙亥,申|酉,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48193,23,風澤中孚,static,,亥,丙子,申|酉,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48194,23,風澤中孚,static,,亥,丁丑,申|酉,巳,死|相|囚|囚|死|相,0,2,,,4:休囚之爻遇日沖,1:靜爻遇沖|4:靜爻遇沖|5:靜爻遇沖,,,,,normal
48195,23,風澤中孚,static,,亥,戊寅,申|酉,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48196,23,風澤中孚,static,,亥,己卯,申|酉,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48197,23,風澤中孚,static,,亥,庚辰,申|酉,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48198,23,風澤中孚,static,,亥,辛巳,申|酉,巳,死|相|囚|囚|死|相,0,2,,,1:臨日月之爻遇沖|5:臨日月之爻遇沖,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48199,23,風澤中孚,static,,亥,壬午,申|酉,巳,死|相|囚|囚|死|相,0,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48200,23,風澤中孚,static,,亥,癸未,申|酉,巳,死|相|囚|囚|死|相,0,2,,,3:休囚之爻遇日沖,1:靜爻遇沖|3:靜爻遇沖|5:靜爻遇沖,,,,,normal
48201,23,風澤中孚,static,,亥,甲申,午|未,巳,死|相|囚|囚|死|相,1,2,,,,1:靜爻遇沖|5:靜爻遇沖,,,,,normal
48202,23,風澤中孚,static,,亥,乙酉,午|未,巳,死|相|囚|囚|死|相,1,2,,,2:旺相之爻遇沖|6:旺相之爻遇沖,1:靜爻遇沖|2:靜爻遇沖|5:靜爻遇沖|6:靜爻遇沖,,,,,normal
